"accession","length","host","protein","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"AGI54322","566","Human","HA","H1N1","USA","N","2010/01/02","Influenza A virus (A/Hawaii/02/2010(H1N1))","","","","","","c"
"AGI53365","566","Human","HA","H1N1","USA","N","2010/02/08","Influenza A virus (A/Hawaii/03/2010(H1N1))","","","","","","c"
"AKT08579","566","Human","HA","H1N1","USA","N","2013/12/15","Influenza A virus (A/Hawaii/03/2013(H1N1))","","","","","","c"
"AGI53180","566","Human","HA","H1N1","USA","N","2010/03/08","Influenza A virus (A/Hawaii/04/2010(H1N1))","","","","","","c"
"AGI52734","566","Human","HA","H1N1","USA","N","2010/03/30","Influenza A virus (A/Hawaii/05/2010(H1N1))","","","","","","c"
"AFV33743","566","Human","HA","H1N1","USA","N","2011/09/07","Influenza A virus (A/Hawaii/05/2011(H1N1))","","","","","","c"
"AKT08063","566","Human","HA","H1N1","USA","N","2014/03/01","Influenza A virus (A/Hawaii/06/2014(H1N1))","","","","","","c"
"AGI52523","566","Human","HA","H1N1","USA","N","2010/05/04","Influenza A virus (A/Hawaii/07/2010(H1N1))","","","","","","c"
"AGI55422","566","Human","HA","H1N1","USA","N","2010/04/12","Influenza A virus (A/Hawaii/08/2010(H1N1))","","","","","","c"
"ALH26729","566","Human","HA","H1N1","USA","N","2015/02/07","Influenza A virus (A/Hawaii/09/2015(H1N1))","","","","","","c"
"AGK73092","566","Human","HA","H1N1","USA","N","2010/10/05","Influenza A virus (A/Hawaii/16/2010(H1N1))","","","","","","c"
"ALH26655","566","Human","HA","H1N1","USA","N","2015/02/24","Influenza A virus (A/Hawaii/17/2015(H1N1))","","","","","","c"
"ANM92262","566","Human","HA","H1N1","USA","N","2016/03/01","Influenza A virus (A/Hawaii/20/2016(H1N1))","","","","","","c"
"ALH26766","566","Human","HA","H1N1","USA","N","2015/03/16","Influenza A virus (A/Hawaii/26/2015(H1N1))","","","","","","c"
"ALH26596","566","Human","HA","H1N1","USA","N","2015/02/28","Influenza A virus (A/Hawaii/29/2015(H1N1))","","","","","","c"
"AOT87635","566","Human","HA","H1N1","USA","N","2016/03/09","Influenza A virus (A/Hawaii/37/2016(H1N1))","","","","","","c"
"AIC73764","566","Human","HA","H1N1","USA","N","2014/01/24","Influenza A virus (A/Hawaii/3742/2014(H1N1))","","","","","","c"
"ALH26440","566","Human","HA","H1N1","USA","N","2015/05/03","Influenza A virus (A/Hawaii/41/2015(H1N1))","","","","","","c"
"AGV29061","566","Human","HA","H1N1","USA","N","2012/12/16","Influenza A virus (A/Hawaii/47/2012(H1N1))","","","","","","c"
"AMA11399","566","Human","HA","H1N1","USA","N","2015/08/05","Influenza A virus (A/Hawaii/51/2015(H1N1))","","","","","","c"
"ALH26424","566","Human","HA","H1N1","USA","N","2015/08/05","Influenza A virus (A/Hawaii/51/2015(H1N1))","","","","","","c"
"ALH26634","566","Human","HA","H1N1","USA","N","2014/09/14","Influenza A virus (A/Hawaii/55/2014(H1N1))","","","","","","c"
"ALH26601","566","Human","HA","H1N1","USA","N","2014/10/02","Influenza A virus (A/Hawaii/57/2014(H1N1))","","","","","","c"
"AMA11486","566","Human","HA","H1N1","USA","N","2015/09/18","Influenza A virus (A/Hawaii/59/2015(H1N1))","","","","","","c"
"ANE26954","566","Human","HA","H1N1","USA","N","2015/09/18","Influenza A virus (A/Hawaii/59/2015(H1N1))","","","","","","c"
"AOZ81556","566","Human","HA","H1N1","USA","N","2016/08/09","Influenza A virus (A/Hawaii/65/2016(H1N1))","","","","","","c"
"ALH26441","566","Human","HA","H1N1","USA","N","2014/10/12","Influenza A virus (A/Hawaii/67/2014(H1N1))","","","","","","c"
"AOZ81540","566","Human","HA","H1N1","USA","N","2016/09/07","Influenza A virus (A/Hawaii/69/2016(H1N1))","","","","","","c"
"APC59924","566","Human","HA","H1N1","USA","N","2016/09/12","Influenza A virus (A/Hawaii/70/2016(H1N1))","","","","","","c"
"ANE27811","566","Human","HA","H1N1","USA","N","2015/12/31","Influenza A virus (A/Hawaii/83/2015(H1N1))","","","","","","c"
"APH11052","566","Human","HA","H1N1","USA","N","2016/09/29","Influenza A virus (A/Hawaii/83/2016(H1N1))","","","","","","c"
"AHM98482","566","Human","HA","H1N1","United Kingdom","N","2011/01/12","Influenza A virus (A/Headington/INS3_651/2011(H1N1))","","","","","","c"
"AGV74483","566","Human","HA","H1N1","Finland","N","2013/03/04","Influenza A virus (A/Helsinki/1017/2013(H1N1))","","","","","","c"
"AIP93044","566","Human","HA","H1N1","Finland","N","2013/03/11","Influenza A virus (A/Helsinki/1053/2013(H1N1))","","","","","","c"
"AIP93033","566","Human","HA","H1N1","Finland","N","2013/03/11","Influenza A virus (A/Helsinki/1076/2013(H1N1))","","","","","","c"
"AIP93011","566","Human","HA","H1N1","Finland","N","2014/02/28","Influenza A virus (A/Helsinki/1151/2014(H1N1))","","","","","","c"
"AIP93000","566","Human","HA","H1N1","Finland","N","2013/03/11","Influenza A virus (A/Helsinki/1197/2013(H1N1))","","","","","","c"
"AIP92989","566","Human","HA","H1N1","Finland","N","2013/03/11","Influenza A virus (A/Helsinki/1198/2013(H1N1))","","","","","","c"
"AGV74428","566","Human","HA","H1N1","Finland","N","2011/04/15","Influenza A virus (A/Helsinki/11IH2213/2011(H1N1))","","","","","","c"
"AIP92956","566","Human","HA","H1N1","Finland","N","2013/03/13","Influenza A virus (A/Helsinki/1260/2013(H1N1))","","","","","","c"
"AIP92945","566","Human","HA","H1N1","Finland","N","2013/03/13","Influenza A virus (A/Helsinki/1289/2013(H1N1))","","","","","","c"
"AIP92934","566","Human","HA","H1N1","Finland","N","2013/03/13","Influenza A virus (A/Helsinki/1302/2013(H1N1))","","","","","","c"
"AIP92923","566","Human","HA","H1N1","Finland","N","2013/03/18","Influenza A virus (A/Helsinki/1333/2013(H1N1))","","","","","","c"
"AGV75671","566","Human","HA","H1N1","Finland","N","2013/01/16","Influenza A virus (A/Helsinki/135/2013(H1N1))","","","","","","c"
"AIP92901","566","Human","HA","H1N1","Finland","N","2013/03/19","Influenza A virus (A/Helsinki/1351/2013(H1N1))","","","","","","c"
"AGV75660","566","Human","HA","H1N1","Finland","N","2013/01/17","Influenza A virus (A/Helsinki/141/2013(H1N1))","","","","","","c"
"AGV75649","566","Human","HA","H1N1","Finland","N","2013/01/16","Influenza A virus (A/Helsinki/147/2013(H1N1))","","","","","","c"
"AIP92879","566","Human","HA","H1N1","Finland","N","2013/03/23","Influenza A virus (A/Helsinki/1472/2013(H1N1))","","","","","","c"
"AIP92868","566","Human","HA","H1N1","Finland","N","2013/03/23","Influenza A virus (A/Helsinki/1474/2013(H1N1))","","","","","","c"
"AIP92824","566","Human","HA","H1N1","Finland","N","2013/03/26","Influenza A virus (A/Helsinki/1502/2013(H1N1))","","","","","","c"
"AGV75638","566","Human","HA","H1N1","Finland","N","2013/01/19","Influenza A virus (A/Helsinki/153/2013(H1N1))","","","","","","c"
"AIP92802","566","Human","HA","H1N1","Finland","N","2014/01/14","Influenza A virus (A/Helsinki/162M/2014(H1N1))","","","","","","c"
"AIP92791","566","Human","HA","H1N1","Finland","N","2013/04/08","Influenza A virus (A/Helsinki/1677/2013(H1N1))","","","","","","c"
"AIP92780","566","Human","HA","H1N1","Finland","N","2013/04/10","Influenza A virus (A/Helsinki/1693/2013(H1N1))","","","","","","c"
"AGV74450","566","Human","HA","H1N1","Finland","N","2012/12/18","Influenza A virus (A/Helsinki/1973/2012(H1N1))","","","","","","c"
"AGV75605","566","Human","HA","H1N1","Finland","N","2013/01/22","Influenza A virus (A/Helsinki/207/2013(H1N1))","","","","","","c"
"AII19077","566","Human","HA","H1N1","Finland","N","2014/01/27","Influenza A virus (A/Helsinki/219M/2014(H1N1))","","","","","","c"
"AII19066","566","Human","HA","H1N1","Finland","N","2014/01/27","Influenza A virus (A/Helsinki/219N/2014(H1N1))","","","","","","c"
"AII19055","566","Human","HA","H1N1","Finland","N","2014/01/27","Influenza A virus (A/Helsinki/220M/2014(H1N1))","","","","","","c"
"AIP92769","566","Human","HA","H1N1","Finland","N","2012/12/20","Influenza A virus (A/Helsinki/235M/2012(H1N1))","","","","","","c"
"AIP92758","566","Human","HA","H1N1","Finland","N","2012/12/20","Influenza A virus (A/Helsinki/2429/2012(H1N1))","","","","","","c"
"AIP92747","566","Human","HA","H1N1","Finland","N","2012/12/20","Influenza A virus (A/Helsinki/2430/2012(H1N1))","","","","","","c"
"AGV75583","566","Human","HA","H1N1","Finland","N","2013/01/28","Influenza A virus (A/Helsinki/279/2013(H1N1))","","","","","","c"
"AGV75572","566","Human","HA","H1N1","Finland","N","2013/01/28","Influenza A virus (A/Helsinki/280/2013(H1N1))","","","","","","c"
"AII19033","566","Human","HA","H1N1","Finland","N","2014/01/27","Influenza A virus (A/Helsinki/289M/2014(H1N1))","","","","","","c"
"AII19022","566","Human","HA","H1N1","Finland","N","2014/01/27","Influenza A virus (A/Helsinki/289N/2014(H1N1))","","","","","","c"
"AII19011","566","Human","HA","H1N1","Finland","N","2014/01/27","Influenza A virus (A/Helsinki/292M/2014(H1N1))","","","","","","c"
"AII18989","566","Human","HA","H1N1","Finland","N","2014/02/02","Influenza A virus (A/Helsinki/303M/2014(H1N1))","","","","","","c"
"AGV75550","566","Human","HA","H1N1","Finland","N","2013/01/28","Influenza A virus (A/Helsinki/305/2013(H1N1))","","","","","","c"
"AGV75539","566","Human","HA","H1N1","Finland","N","2013/01/24","Influenza A virus (A/Helsinki/308/2013(H1N1))","","","","","","c"
"AGV75517","566","Human","HA","H1N1","Finland","N","2013/01/29","Influenza A virus (A/Helsinki/330/2013(H1N1))","","","","","","c"
"AIP92736","566","Human","HA","H1N1","Finland","N","2014/02/04","Influenza A virus (A/Helsinki/340M/2014(H1N1))","","","","","","c"
"AIP92725","566","Human","HA","H1N1","Finland","N","2014/02/04","Influenza A virus (A/Helsinki/347M/2014(H1N1))","","","","","","c"
"AIP92714","566","Human","HA","H1N1","Finland","N","2014/02/04","Influenza A virus (A/Helsinki/359M/2014(H1N1))","","","","","","c"
"AGV75396","566","Human","HA","H1N1","Finland","N","2013/02/05","Influenza A virus (A/Helsinki/429/2013(H1N1))","","","","","","c"
"AGV75385","566","Human","HA","H1N1","Finland","N","2013/02/05","Influenza A virus (A/Helsinki/430/2013(H1N1))","","","","","","c"
"AIP92692","566","Human","HA","H1N1","Finland","N","2014/02/06","Influenza A virus (A/Helsinki/431M/2014(H1N1))","","","","","","c"
"AGV75352","566","Human","HA","H1N1","Finland","N","2013/02/05","Influenza A virus (A/Helsinki/435/2013(H1N1))","","","","","","c"
"AIP92670","566","Human","HA","H1N1","Finland","N","2014/02/07","Influenza A virus (A/Helsinki/447M/2014(H1N1))","","","","","","c"
"AIP92659","566","Human","HA","H1N1","Finland","N","2014/02/06","Influenza A virus (A/Helsinki/454M/2014(H1N1))","","","","","","c"
"AII18945","566","Human","HA","H1N1","Finland","N","2014/02/10","Influenza A virus (A/Helsinki/473M/2014(H1N1))","","","","","","c"
"AGV75308","566","Human","HA","H1N1","Finland","N","2013/02/06","Influenza A virus (A/Helsinki/478/2013(H1N1))","","","","","","c"
"AGV75275","566","Human","HA","H1N1","Finland","N","2013/02/06","Influenza A virus (A/Helsinki/490/2013(H1N1))","","","","","","c"
"AGV75264","566","Human","HA","H1N1","Finland","N","2013/02/07","Influenza A virus (A/Helsinki/492/2013(H1N1))","","","","","","c"
"AGV75253","566","Human","HA","H1N1","Finland","N","2013/02/08","Influenza A virus (A/Helsinki/493/2013(H1N1))","","","","","","c"
"AGV75187","566","Human","HA","H1N1","Finland","N","2013/02/08","Influenza A virus (A/Helsinki/526/2013(H1N1))","","","","","","c"
"AGV75154","566","Human","HA","H1N1","Finland","N","2013/02/10","Influenza A virus (A/Helsinki/543/2013(H1N1))","","","","","","c"
"AIP92637","566","Human","HA","H1N1","Finland","N","2014/02/13","Influenza A virus (A/Helsinki/548M/2014(H1N1))","","","","","","c"
"AGV75143","566","Human","HA","H1N1","Finland","N","2013/02/11","Influenza A virus (A/Helsinki/551/2013(H1N1))","","","","","","c"
"AGV75132","566","Human","HA","H1N1","Finland","N","2013/02/11","Influenza A virus (A/Helsinki/552/2013(H1N1))","","","","","","c"
"AGV75121","566","Human","HA","H1N1","Finland","N","2013/02/10","Influenza A virus (A/Helsinki/568/2013(H1N1))","","","","","","c"
"AGV75088","566","Human","HA","H1N1","Finland","N","2013/02/12","Influenza A virus (A/Helsinki/595/2013(H1N1))","","","","","","c"
"AGV75077","566","Human","HA","H1N1","Finland","N","2013/02/12","Influenza A virus (A/Helsinki/598/2013(H1N1))","","","","","","c"
"AGV75066","566","Human","HA","H1N1","Finland","N","2013/02/12","Influenza A virus (A/Helsinki/604/2013(H1N1))","","","","","","c"
"AGV75011","566","Human","HA","H1N1","Finland","N","2013/02/13","Influenza A virus (A/Helsinki/628/2013(H1N1))","","","","","","c"
"AGV75000","566","Human","HA","H1N1","Finland","N","2013/02/13","Influenza A virus (A/Helsinki/629/2013(H1N1))","","","","","","c"
"AGV74967","566","Human","HA","H1N1","Finland","N","2013/02/14","Influenza A virus (A/Helsinki/664/2013(H1N1))","","","","","","c"
"AGV74945","566","Human","HA","H1N1","Finland","N","2013/02/14","Influenza A virus (A/Helsinki/677/2013(H1N1))","","","","","","c"
"AGV74934","566","Human","HA","H1N1","Finland","N","2013/02/15","Influenza A virus (A/Helsinki/678/2013(H1N1))","","","","","","c"
"AGV74923","566","Human","HA","H1N1","Finland","N","2013/02/14","Influenza A virus (A/Helsinki/679/2013(H1N1))","","","","","","c"
"AGV74912","566","Human","HA","H1N1","Finland","N","2013/02/16","Influenza A virus (A/Helsinki/686/2013(H1N1))","","","","","","c"
"AGV74890","566","Human","HA","H1N1","Finland","N","2013/02/15","Influenza A virus (A/Helsinki/709/2013(H1N1))","","","","","","c"
"AIP92626","566","Human","HA","H1N1","Finland","N","2014/02/17","Influenza A virus (A/Helsinki/720M/2014(H1N1))","","","","","","c"
"AIP92615","566","Human","HA","H1N1","Finland","N","2014/02/17","Influenza A virus (A/Helsinki/723M/2014(H1N1))","","","","","","c"
"AGV74857","566","Human","HA","H1N1","Finland","N","2013/02/18","Influenza A virus (A/Helsinki/737/2013(H1N1))","","","","","","c"
"AGV74846","566","Human","HA","H1N1","Finland","N","2013/02/18","Influenza A virus (A/Helsinki/742/2013(H1N1))","","","","","","c"
"AGV74835","566","Human","HA","H1N1","Finland","N","2013/02/19","Influenza A virus (A/Helsinki/753/2013(H1N1))","","","","","","c"
"AGV74813","566","Human","HA","H1N1","Finland","N","2013/02/18","Influenza A virus (A/Helsinki/758/2013(H1N1))","","","","","","c"
"AII18901","566","Human","HA","H1N1","Finland","N","2014/02/18","Influenza A virus (A/Helsinki/759M/2014(H1N1))","","","","","","c"
"AIP92559","566","Human","HA","H1N1","Finland","N","2014/02/18","Influenza A virus (A/Helsinki/769M/2014(H1N1))","","","","","","c"
"AGV75704","566","Human","HA","H1N1","Finland","N","2013/01/09","Influenza A virus (A/Helsinki/77/2013(H1N1))","","","","","","c"
"AIP92548","566","Human","HA","H1N1","Finland","N","2014/02/18","Influenza A virus (A/Helsinki/770M/2014(H1N1))","","","","","","c"
"AIP92526","566","Human","HA","H1N1","Finland","N","2014/02/19","Influenza A virus (A/Helsinki/808M/2014(H1N1))","","","","","","c"
"AGV74714","566","Human","HA","H1N1","Finland","N","2013/02/21","Influenza A virus (A/Helsinki/828/2013(H1N1))","","","","","","c"
"AGV74703","566","Human","HA","H1N1","Finland","N","2013/02/24","Influenza A virus (A/Helsinki/844/2013(H1N1))","","","","","","c"
"AGV74681","566","Human","HA","H1N1","Finland","N","2013/02/22","Influenza A virus (A/Helsinki/859/2013(H1N1))","","","","","","c"
"AGV74670","566","Human","HA","H1N1","Finland","N","2013/02/25","Influenza A virus (A/Helsinki/870/2013(H1N1))","","","","","","c"
"AGV74659","566","Human","HA","H1N1","Finland","N","2013/02/22","Influenza A virus (A/Helsinki/875/2013(H1N1))","","","","","","c"
"AGV74615","566","Human","HA","H1N1","Finland","N","2013/02/26","Influenza A virus (A/Helsinki/912/2013(H1N1))","","","","","","c"
"AIP92482","566","Human","HA","H1N1","Finland","N","2014/02/21","Influenza A virus (A/Helsinki/946M/2014(H1N1))","","","","","","c"
"AGV74582","566","Human","HA","H1N1","Finland","N","2013/02/28","Influenza A virus (A/Helsinki/956/2013(H1N1))","","","","","","c"
"AGV74560","566","Human","HA","H1N1","Finland","N","2013/03/01","Influenza A virus (A/Helsinki/977/2013(H1N1))","","","","","","c"
"AGV74538","566","Human","HA","H1N1","Finland","N","2013/03/02","Influenza A virus (A/Helsinki/994/2013(H1N1))","","","","","","c"
"AGV74527","566","Human","HA","H1N1","Finland","N","2013/03/04","Influenza A virus (A/Helsinki/997/2013(H1N1))","","","","","","c"
"AJK01497","565","Human","HA","H1N1","China","N","2010/11/09","Influenza A virus (A/Henan Zhengzhou Zhongyuan/1454/2010(H1N1))","","","","","","nc"
"ADD52537","566","Human","HA","H1N1","China","N","2010/01/08","Influenza A virus (A/Henan/1/2010(H1N1))","","","","","","c"
"AEM63502","566","Human","HA","H1N1","India","T","2010/03/04","Influenza A virus (A/Hnl/NIV26271/2010(H1N1))","","","","","","c"
"AID70446","566","Human","HA","H1N1","Viet Nam","T","2010/12/29","Influenza A virus (A/Ho Chi Minh/1029.12/2010(H1N1))","","","","","","c"
"AID70447","566","Human","HA","H1N1","Viet Nam","T","2011/01/23","Influenza A virus (A/Ho Chi Minh/1055.1/2011(H1N1))","","","","","","c"
"AID70448","566","Human","HA","H1N1","Viet Nam","T","2011/01/23","Influenza A virus (A/Ho Chi Minh/1064.1/2011(H1N1))","","","","","","c"
"AID70449","566","Human","HA","H1N1","Viet Nam","T","2011/02/21","Influenza A virus (A/Ho Chi Minh/1095.2/2011(H1N1))","","","","","","c"
"AID70450","566","Human","HA","H1N1","Viet Nam","T","2011/02/21","Influenza A virus (A/Ho Chi Minh/1096.2/2011(H1N1))","","","","","","c"
"AID70451","566","Human","HA","H1N1","Viet Nam","T","2011/02/21","Influenza A virus (A/Ho Chi Minh/1097.2/2011(H1N1))","","","","","","c"
"AID70452","566","Human","HA","H1N1","Viet Nam","T","2011/02/24","Influenza A virus (A/Ho Chi Minh/1120.2/2011(H1N1))","","","","","","c"
"AID70453","566","Human","HA","H1N1","Viet Nam","T","2011/02/24","Influenza A virus (A/Ho Chi Minh/1134.2/2011(H1N1))","","","","","","c"
"AID70454","566","Human","HA","H1N1","Viet Nam","T","2011/02/23","Influenza A virus (A/Ho Chi Minh/1137.2/2011(H1N1))","","","","","","c"
"AID70455","566","Human","HA","H1N1","Viet Nam","T","2011/03/03","Influenza A virus (A/Ho Chi Minh/1155.3/2011(H1N1))","","","","","","c"
"AID70456","566","Human","HA","H1N1","Viet Nam","T","2011/03/03","Influenza A virus (A/Ho Chi Minh/1163.3/2011(H1N1))","","","","","","c"
"AID70457","566","Human","HA","H1N1","Viet Nam","T","2011/03/12","Influenza A virus (A/Ho Chi Minh/1192.3/2011(H1N1))","","","","","","c"
"AID70444","566","Human","HA","H1N1","Viet Nam","T","2010/11/05","Influenza A virus (A/Ho Chi Minh/962.11/2010(H1N1))","","","","","","c"
