Accession,SRA_Accession,Submitters,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Protein,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
AFO38712.1,,"Sharma,S., Joshi,G., Dash,P.K., Thomas,M., Athmaram,T.N., Kumar,J.S., Desai,A., Vasanthapuram,R., Patro,I.K., Rao,P.V., Parida,M., Dash,P., Parida,M.M.",2013-03-16T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H1N1,7,1,matrix protein 1,India,India,,Homo sapiens,,2011-08-24,,matrix protein 1 [Influenza A virus (A/India/GWL02/2011(H1N1))]
AFO38713.1,,"Sharma,S., Joshi,G., Dash,P.K., Thomas,M., Athmaram,T.N., Kumar,J.S., Desai,A., Vasanthapuram,R., Patro,I.K., Rao,P.V., Parida,M., Dash,P., Parida,M.M.",2013-03-16T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H1N1,7,1,matrix protein 2,India,India,,Homo sapiens,,2011-08-24,,matrix protein 2 [Influenza A virus (A/India/GWL02/2011(H1N1))]
AFO38714.1,,"Sharma,S., Joshi,G., Dash,P.K., Thomas,M., Athmaram,T.N., Kumar,J.S., Desai,A., Vasanthapuram,R., Patro,I.K., Rao,P.V., Parida,M., Dash,P., Parida,M.M.",2013-03-16T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),219,GenBank,complete,H1N1,8,1,nonstructural protein 1,India,India,,Homo sapiens,,2011-08-24,,nonstructural protein 1 [Influenza A virus (A/India/GWL01/2011(H1N1))]
AFO38715.1,,"Sharma,S., Joshi,G., Dash,P.K., Thomas,M., Athmaram,T.N., Kumar,J.S., Desai,A., Vasanthapuram,R., Patro,I.K., Rao,P.V., Parida,M., Dash,P., Parida,M.M.",2013-03-16T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,GenBank,complete,H1N1,8,1,nuclear export protein,India,India,,Homo sapiens,,2011-08-24,,nuclear export protein [Influenza A virus (A/India/GWL01/2011(H1N1))]
AFO38716.1,,"Sharma,S., Joshi,G., Dash,P.K., Thomas,M., Athmaram,T.N., Kumar,J.S., Desai,A., Vasanthapuram,R., Patro,I.K., Rao,P.V., Parida,M., Dash,P., Parida,M.M.",2013-03-16T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),219,GenBank,complete,H1N1,8,1,nonstructural protein 1,India,India,,Homo sapiens,,2011-08-24,,nonstructural protein 1 [Influenza A virus (A/India/GWL02/2011(H1N1))]
AFO38717.1,,"Sharma,S., Joshi,G., Dash,P.K., Thomas,M., Athmaram,T.N., Kumar,J.S., Desai,A., Vasanthapuram,R., Patro,I.K., Rao,P.V., Parida,M., Dash,P., Parida,M.M.",2013-03-16T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,GenBank,complete,H1N1,8,1,nuclear export protein,India,India,,Homo sapiens,,2011-08-24,,nuclear export protein [Influenza A virus (A/India/GWL02/2011(H1N1))]
AFX68898.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Cambodia: Takeo,Cambodia,,Homo sapiens,,2011-05-17,,hemagglutinin [Influenza A virus (A/Cambodia/V0601312/2011(H1N1))]
AFX68899.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Cambodia: Banteay Meanchey,Cambodia,,Homo sapiens,,2011-06-01,,hemagglutinin [Influenza A virus (A/Cambodia/V0608350/2011(H1N1))]
AFX68900.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Cambodia: Phnom Penh,Cambodia,,Homo sapiens,,2011-07-18,,hemagglutinin [Influenza A virus (A/Cambodia/V0721310/2011(H1N1))]
AFX68901.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Cambodia: Siem Reab,Cambodia,,Homo sapiens,,2011-08-24,,hemagglutinin [Influenza A virus (A/Cambodia/V0902314/2011(H1N1))]
AFX68902.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Cambodia: Phnom penh,Cambodia,,Homo sapiens,,2011-09-22,,hemagglutinin [Influenza A virus (A/Cambodia/V1005346/2011(H1N1))]
AFX68903.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,,hemagglutinin,Cambodia: Siem Reab,Cambodia,,Homo sapiens,,2011-10-12,,hemagglutinin [Influenza A virus (A/Cambodia/V1019320/2011(H1N1))]
AFX82050.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H3N2,6,,neuraminidase,Cambodia: Siem Reab,Cambodia,,Homo sapiens,,2011-08-24,,neuraminidase [Influenza A virus (A/Cambodia/V0902310/2011(H3N2))]
AFX82051.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H3N2,6,,neuraminidase,Cambodia: Phnom Penh,Cambodia,,Homo sapiens,,2011-10-03,,neuraminidase [Influenza A virus (A/Cambodia/V1005380/2011(H3N2))]
AFX82052.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H3N2,6,,neuraminidase,Cambodia: Battambang,Cambodia,,Homo sapiens,,2011-10-10,,neuraminidase [Influenza A virus (A/Cambodia/V1013305/2011(H3N2))]
AFX82053.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H3N2,6,,neuraminidase,Cambodia: Siem Reab,Cambodia,,Homo sapiens,,2011-11-15,,neuraminidase [Influenza A virus (A/Cambodia/V1116321/2011(H3N2))]
AFX82054.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H3N2,6,,neuraminidase,Cambodia: Takeo,Cambodia,,Homo sapiens,,2011-11-06,,neuraminidase [Influenza A virus (A/Cambodia/V1116330/2011(H3N2))]
AFX82055.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H3N2,7,,matrix protein 2,Cambodia: Siem Reab,Cambodia,,Homo sapiens,,2011-08-24,,matrix protein 2 [Influenza A virus (A/Cambodia/V0902310/2011(H3N2))]
AFX82056.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,7,,matrix protein 1,Cambodia: Siem Reab,Cambodia,,Homo sapiens,,2011-08-24,,matrix protein 1 [Influenza A virus (A/Cambodia/V0902310/2011(H3N2))]
AFX82057.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H3N2,7,,matrix protein 2,Cambodia: Phnom Penh,Cambodia,,Homo sapiens,,2011-10-03,,matrix protein 2 [Influenza A virus (A/Cambodia/V1005380/2011(H3N2))]
AFX82058.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,7,,matrix protein 1,Cambodia: Phnom Penh,Cambodia,,Homo sapiens,,2011-10-03,,matrix protein 1 [Influenza A virus (A/Cambodia/V1005380/2011(H3N2))]
AFX82059.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H3N2,7,,matrix protein 2,Cambodia: Battambang,Cambodia,,Homo sapiens,,2011-10-10,,matrix protein 2 [Influenza A virus (A/Cambodia/V1013305/2011(H3N2))]
AFX82060.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,7,,matrix protein 1,Cambodia: Battambang,Cambodia,,Homo sapiens,,2011-10-10,,matrix protein 1 [Influenza A virus (A/Cambodia/V1013305/2011(H3N2))]
AFX82061.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H3N2,7,,matrix protein 2,Cambodia: Siem Reab,Cambodia,,Homo sapiens,,2011-11-15,,matrix protein 2 [Influenza A virus (A/Cambodia/V1116321/2011(H3N2))]
AFX82062.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,7,,matrix protein 1,Cambodia: Siem Reab,Cambodia,,Homo sapiens,,2011-11-15,,matrix protein 1 [Influenza A virus (A/Cambodia/V1116321/2011(H3N2))]
AFX82063.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H3N2,7,,matrix protein 2,Cambodia: Takeo,Cambodia,,Homo sapiens,,2011-11-06,,matrix protein 2 [Influenza A virus (A/Cambodia/V1116330/2011(H3N2))]
AFX82064.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H3N2,7,,matrix protein 1,Cambodia: Takeo,Cambodia,,Homo sapiens,,2011-11-06,,matrix protein 1 [Influenza A virus (A/Cambodia/V1116330/2011(H3N2))]
AFX82065.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Cambodia: Takeo,Cambodia,,Homo sapiens,,2011-05-17,,neuraminidase [Influenza A virus (A/Cambodia/V0601312/2011(H1N1))]
AFX82066.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Cambodia: Banteay Meanchey,Cambodia,,Homo sapiens,,2011-06-01,,neuraminidase [Influenza A virus (A/Cambodia/V0608350/2011(H1N1))]
AFX82067.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Cambodia: Phnom Penh,Cambodia,,Homo sapiens,,2011-07-18,,neuraminidase [Influenza A virus (A/Cambodia/V0721310/2011(H1N1))]
AFX82068.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Cambodia: Siem Reab,Cambodia,,Homo sapiens,,2011-08-24,,neuraminidase [Influenza A virus (A/Cambodia/V0902314/2011(H1N1))]
AFX82069.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Cambodia: Phnom penh,Cambodia,,Homo sapiens,,2011-09-22,,neuraminidase [Influenza A virus (A/Cambodia/V1005346/2011(H1N1))]
AFX82070.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),469,GenBank,complete,H1N1,6,,neuraminidase,Cambodia: Siem Reab,Cambodia,,Homo sapiens,,2011-10-12,,neuraminidase [Influenza A virus (A/Cambodia/V1019320/2011(H1N1))]
AFX82071.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H1N1,7,,matrix protein 2,Cambodia: Takeo,Cambodia,,Homo sapiens,,2011-05-17,,matrix protein 2 [Influenza A virus (A/Cambodia/V0601312/2011(H1N1))]
AFX82072.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H1N1,7,,matrix protein 1,Cambodia: Takeo,Cambodia,,Homo sapiens,,2011-05-17,,matrix protein 1 [Influenza A virus (A/Cambodia/V0601312/2011(H1N1))]
AFX82073.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H1N1,7,,matrix protein 2,Cambodia: Banteay Meanchey,Cambodia,,Homo sapiens,,2011-06-01,,matrix protein 2 [Influenza A virus (A/Cambodia/V0608350/2011(H1N1))]
AFX82074.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H1N1,7,,matrix protein 1,Cambodia: Banteay Meanchey,Cambodia,,Homo sapiens,,2011-06-01,,matrix protein 1 [Influenza A virus (A/Cambodia/V0608350/2011(H1N1))]
AFX82075.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H1N1,7,,matrix protein 2,Cambodia: Phnom Penh,Cambodia,,Homo sapiens,,2011-07-18,,matrix protein 2 [Influenza A virus (A/Cambodia/V0721310/2011(H1N1))]
AFX82076.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H1N1,7,,matrix protein 1,Cambodia: Phnom Penh,Cambodia,,Homo sapiens,,2011-07-18,,matrix protein 1 [Influenza A virus (A/Cambodia/V0721310/2011(H1N1))]
AFX82077.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H1N1,7,,matrix protein 2,Cambodia: Siem Reab,Cambodia,,Homo sapiens,,2011-08-24,,matrix protein 2 [Influenza A virus (A/Cambodia/V0902314/2011(H1N1))]
AFX82078.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H1N1,7,,matrix protein 1,Cambodia: Siem Reab,Cambodia,,Homo sapiens,,2011-08-24,,matrix protein 1 [Influenza A virus (A/Cambodia/V0902314/2011(H1N1))]
AFX82079.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H1N1,7,,matrix protein 2,Cambodia: Phnom penh,Cambodia,,Homo sapiens,,2011-09-22,,matrix protein 2 [Influenza A virus (A/Cambodia/V1005346/2011(H1N1))]
AFX82080.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H1N1,7,,matrix protein 1,Cambodia: Phnom penh,Cambodia,,Homo sapiens,,2011-09-22,,matrix protein 1 [Influenza A virus (A/Cambodia/V1005346/2011(H1N1))]
AFX82081.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H1N1,7,,matrix protein 2,Cambodia: Siem Reab,Cambodia,,Homo sapiens,,2011-10-12,,matrix protein 2 [Influenza A virus (A/Cambodia/V1019320/2011(H1N1))]
AFX82082.1,,"Buchy,P.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H1N1,7,,matrix protein 1,Cambodia: Siem Reab,Cambodia,,Homo sapiens,,2011-10-12,,matrix protein 1 [Influenza A virus (A/Cambodia/V1019320/2011(H1N1))]
AGI60288.1,,"Zhu,Z., Yang,Y., Feng,Y., Shi,B., Chen,L., Zheng,Y., Tian,D., Song,Z., Xu,C., Qin,B., Zhang,X., Guan,W., Liu,F., Yang,T., Yang,H., Zeng,D., Zhou,W., Hu,Y., Zhou,X.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),495,GenBank,complete,H7N9,5,1,nucleocapsid protein,China,China,,Homo sapiens,,2013-03-05,,"nucleocapsid protein, partial [Influenza A virus (A/Shanghai/4664T/2013(H7N9))]"
AGI60290.1,,"Zhu,Z., Yang,Y., Feng,Y., Shi,B., Chen,L., Zheng,Y., Tian,D., Song,Z., Xu,C., Qin,B., Zhang,X., Guan,W., Liu,F., Yang,T., Yang,H., Zeng,D., Zhou,W., Hu,Y., Zhou,X.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H7N9,7,1,matrix protein 1,China,China,,Homo sapiens,,2013-03-05,,matrix protein 1 [Influenza A virus (A/Shanghai/4664T/2013(H7N9))]
AGI60291.1,,"Zhu,Z., Yang,Y., Feng,Y., Shi,B., Chen,L., Zheng,Y., Tian,D., Song,Z., Xu,C., Qin,B., Zhang,X., Guan,W., Liu,F., Yang,T., Yang,H., Zeng,D., Zhou,W., Hu,Y., Zhou,X.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),97,GenBank,complete,H7N9,7,1,matrix protein 2,China,China,,Homo sapiens,,2013-03-05,,matrix protein 2 [Influenza A virus (A/Shanghai/4664T/2013(H7N9))]
AGI60292.1,,"Zhu,Z., Yang,Y., Feng,Y., Shi,B., Chen,L., Zheng,Y., Tian,D., Song,Z., Xu,C., Qin,B., Zhang,X., Guan,W., Liu,F., Yang,T., Yang,H., Zeng,D., Zhou,W., Hu,Y., Zhou,X., Qiu,C., Huang,Y., Zhang,A., Wan,Y., Zhang,W., Zhang,Z., Yuan,Z., Xu,J.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),560,GenBank,complete,H7N9,4,2,hemagglutinin,China,China,,Homo sapiens,,2013-03-05,,hemagglutinin [Influenza A virus (A/Shanghai/4664T/2013(H7N9))]
AGI60293.1,,"Zhu,Z., Yang,Y., Feng,Y., Shi,B., Chen,L., Zheng,Y., Tian,D., Song,Z., Xu,C., Qin,B., Zhang,X., Guan,W., Liu,F., Yang,T., Yang,H., Zeng,D., Zhou,W., Hu,Y., Zhou,X.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,GenBank,complete,H7N9,1,1,polymerase PB2,China,China,,Homo sapiens,,2013-03-05,,polymerase PB2 [Influenza A virus (A/Shanghai/4664T/2013(H7N9))]
AGI60294.1,,"Zhu,Z., Yang,Y., Feng,Y., Shi,B., Chen,L., Zheng,Y., Tian,D., Song,Z., Xu,C., Qin,B., Zhang,X., Guan,W., Liu,F., Yang,T., Yang,H., Zeng,D., Zhou,W., Hu,Y., Zhou,X.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,GenBank,complete,H7N9,2,1,polymerase PB1,China,China,,Homo sapiens,,2013-03-05,,polymerase PB1 [Influenza A virus (A/Shanghai/4664T/2013(H7N9))]
AGI60295.1,,"Zhu,Z., Yang,Y., Feng,Y., Shi,B., Chen,L., Zheng,Y., Tian,D., Song,Z., Xu,C., Qin,B., Zhang,X., Guan,W., Liu,F., Yang,T., Yang,H., Zeng,D., Zhou,W., Hu,Y., Zhou,X., Qiu,C., Huang,Y., Zhang,A., Wan,Y., Zhang,W., Zhang,Z., Yuan,Z., Xu,J.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),465,GenBank,complete,H7N9,6,2,neuraminidase,China,China,,Homo sapiens,,2013-03-05,,neuraminidase [Influenza A virus (A/Shanghai/4664T/2013(H7N9))]
AGI60296.1,,"Zhu,Z., Yang,Y., Feng,Y., Shi,B., Chen,L., Zheng,Y., Tian,D., Song,Z., Xu,C., Qin,B., Zhang,X., Guan,W., Liu,F., Yang,T., Yang,H., Zeng,D., Zhou,W., Hu,Y., Zhou,X.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),217,GenBank,complete,H7N9,8,1,nonstructural protein 1,China,China,,Homo sapiens,,2013-03-05,,nonstructural protein 1 [Influenza A virus (A/Shanghai/4664T/2013(H7N9))]
AGI60297.1,,"Zhu,Z., Yang,Y., Feng,Y., Shi,B., Chen,L., Zheng,Y., Tian,D., Song,Z., Xu,C., Qin,B., Zhang,X., Guan,W., Liu,F., Yang,T., Yang,H., Zeng,D., Zhou,W., Hu,Y., Zhou,X.",2013-05-01T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),121,GenBank,complete,H7N9,8,1,nuclear export protein,China,China,,Homo sapiens,,2013-03-05,,nuclear export protein [Influenza A virus (A/Shanghai/4664T/2013(H7N9))]
AGL07713.1,,"Zhirnov,O.P., Vorob'eva,I.V., Safonova,O.A., Malyshev,N.A., Schwalm,F., Klenk,H.-., Vorobjeva,I.V., Saphonova,O.A., Konakova,T.E.",2013-05-11T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),566,GenBank,complete,H1N1,4,1,hemagglutinin,Russia,Russia,,Homo sapiens,,2011-02-16,,hemagglutinin [Influenza A virus (A/Moscow/501/2011(H1N1))]
AGL07714.1,,"Zhirnov,O.P., Vorob'eva,I.V., Safonova,O.A., Malyshev,N.A., Schwalm,F., Klenk,H.-., Vorobjeva,I.V., Saphonova,O.A., Konakova,T.E.",2013-05-11T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,GenBank,complete,H1N1,5,1,nucleocapsid protein,Russia,Russia,,Homo sapiens,,2011-02-16,,nucleocapsid protein [Influenza A virus (A/Moscow/501/2011(H1N1))]
AGJ73498.1,,"Bao,C., Cui,L., Zhou,M., Guo,X., Hong,L., Gao,G.F., Wang,H., Qi,X., Ge,Y., Zhao,K., Li,W., Tang,F., Shi,Z., Li,Y.",2013-05-23T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),759,GenBank,complete,H7N9,1,,polymerase PB2,China,China,,Homo sapiens,oronasopharynx,2013-03-28,,polymerase PB2 [Influenza A virus (A/Nanjing/1/2013(H7N9))]
AGJ73499.1,,"Bao,C., Cui,L., Zhou,M., Guo,X., Hong,L., Gao,G.F., Wang,H., Qi,X., Ge,Y., Zhao,K., Li,W., Tang,F., Shi,Z., Li,Y.",2013-05-23T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),757,GenBank,complete,H7N9,2,,polymerase PB1,China,China,,Homo sapiens,oronasopharynx,2013-03-28,,polymerase PB1 [Influenza A virus (A/Nanjing/1/2013(H7N9))]
AGJ73500.1,,"Bao,C., Cui,L., Zhou,M., Guo,X., Hong,L., Gao,G.F., Wang,H., Qi,X., Ge,Y., Zhao,K., Li,W., Tang,F., Shi,Z., Li,Y.",2013-05-23T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),90,GenBank,complete,H7N9,2,,PB1-F2 protein,China,China,,Homo sapiens,oronasopharynx,2013-03-28,,PB1-F2 protein [Influenza A virus (A/Nanjing/1/2013(H7N9))]
AGJ73501.1,,"Bao,C., Cui,L., Zhou,M., Guo,X., Hong,L., Gao,G.F., Wang,H., Qi,X., Ge,Y., Zhao,K., Li,W., Tang,F., Shi,Z., Li,Y.",2013-05-23T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),716,GenBank,complete,H7N9,3,,polymerase PA,China,China,,Homo sapiens,oronasopharynx,2013-03-28,,polymerase PA [Influenza A virus (A/Nanjing/1/2013(H7N9))]
AGJ73502.1,,"Bao,C., Cui,L., Zhou,M., Guo,X., Hong,L., Gao,G.F., Wang,H., Qi,X., Ge,Y., Zhao,K., Li,W., Tang,F., Shi,Z., Li,Y.",2013-05-23T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H7N9,3,,PA-X protein,China,China,,Homo sapiens,oronasopharynx,2013-03-28,,PA-X protein [Influenza A virus (A/Nanjing/1/2013(H7N9))]
AGJ73503.1,,"Bao,C., Cui,L., Zhou,M., Guo,X., Hong,L., Gao,G.F., Wang,H., Qi,X., Ge,Y., Zhao,K., Li,W., Tang,F., Shi,Z., Li,Y.",2013-05-23T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),560,GenBank,complete,H7N9,4,,hemagglutinin,China,China,,Homo sapiens,oronasopharynx,2013-03-28,,hemagglutinin [Influenza A virus (A/Nanjing/1/2013(H7N9))]
AGJ73504.1,,"Bao,C., Cui,L., Zhou,M., Guo,X., Hong,L., Gao,G.F., Wang,H., Qi,X., Ge,Y., Zhao,K., Li,W., Tang,F., Shi,Z., Li,Y.",2013-05-23T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),498,GenBank,complete,H7N9,5,,nucleocapsid protein,China,China,,Homo sapiens,oronasopharynx,2013-03-28,,nucleocapsid protein [Influenza A virus (A/Nanjing/1/2013(H7N9))]
AGJ73505.1,,"Bao,C., Cui,L., Zhou,M., Guo,X., Hong,L., Gao,G.F., Wang,H., Qi,X., Ge,Y., Zhao,K., Li,W., Tang,F., Shi,Z., Li,Y.",2013-05-23T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),465,GenBank,complete,H7N9,6,,neuraminidase,China,China,,Homo sapiens,oronasopharynx,2013-03-28,,neuraminidase [Influenza A virus (A/Nanjing/1/2013(H7N9))]
AGJ73506.1,,"Bao,C., Cui,L., Zhou,M., Guo,X., Hong,L., Gao,G.F., Wang,H., Qi,X., Ge,Y., Zhao,K., Li,W., Tang,F., Shi,Z., Li,Y.",2013-05-23T00:00:00Z,,Influenza A virus,Alphainfluenzavirus,Orthomyxoviridae,ssRNA(-),252,GenBank,complete,H7N9,7,,matrix protein 1,China,China,,Homo sapiens,oronasopharynx,2013-03-28,,matrix protein 1 [Influenza A virus (A/Nanjing/1/2013(H7N9))]
