accession,length,date,name,
KY926120,1778,2012/06/28,A/Soledade/LACENRS-551/2012,
KT181064,1701,2012/07/02,A/Singapore/DMS1242/2012,
KX792319,1701,2012/07/05,A/India/P129932/2012,
KY925052,1777,2012/07/06,A/Cruz Alta/LACENRS-892/2012,
KY926261,1777,2012/07/06,A/Porto Alegre/LACENRS-908/2012,
KY925931,1777,2012/07/08,A/Caibate/LACENRS-903/2012,
KX792320,1701,2012/07/10,A/India/P1210194/2012,
KY925086,1777,2012/07/10,A/Sao Gabriel/LACENRS-1085/2012,
KY925735,1777,2012/07/10,A/Cachoeirinha/LACENRS-1083/2012,
KC891212,1701,2012/07/12,A/Maryland/21/2012,
KP637598,1701,2012/07/13,A/Thailand/SN11783/2012,
KM885033,1701,2012/07/13,A/Jabalpur/1737/2012,
KC291184,1701,2012/07/16,A/Sao Paulo/6-9441/2012,
CY176730,1754,2012/07/17,A/Lima/INS3_678/2012,
KM203138,1701,2012/07/17,A/Kerala/RGCBF302/2012,
MH329143,1701,2012/07/19,A/Taiwan/02368/2012,
KM203139,1701,2012/07/20,A/Kerala/RGCBF311/2012,
KX792318,1701,2012/07/20,A/India/P1210573/2012,
KY926026,1777,2012/07/23,A/Sao Gabriel/LACENRS-1809/2012,
KY925543,1777,2012/07/25,A/Sao Jose do Inhacora/LACENRS-2082/2012,
KY926282,1777,2012/07/26,A/Osorio/LACENRS-2158/2012,
KC291187,1701,2012/07/26,A/Mato Grosso do Sul/58686/2012,
KR861689,1701,2012/07/27,A/Bangalore/1980-42/2012,
KP941688,1701,2012/07/28,A/Thailand/CU-B6475/2012,
KF732010,1701,2012/07/28,A/Thailand/ICRC-BKK4/2012,
KF732011,1701,2012/07/30,A/Thailand/ICRC-BKK5/2012,
KC891213,1701,2012/07/30,A/Washington/34/2012,
KR861690,1701,2012/07/30,A/Bangalore/2008-43/2012,
KP637702,1701,2012/07/30,A/Thailand/SP11686/2012,
KY925702,1777,2012/07/30,A/Porto Alegre/LACENRS-2357/2012,
KC891308,1701,2012/08/09,A/Nebraska/10/2012,
JX875001,1701,2012/08/10,A/Ontario/N163578/2012,
KP941689,1701,2012/08/10,A/Thailand/CU-B6609/2012,
KY925669,1777,2012/08/10,A/Rolante/LACENRS-2641/2012,
KY926225,1777,2012/08/10,A/Santo Antonio da Patrulha/LACENRS-2621/2012,
KR861692,1701,2012/08/14,A/Bangalore/2285-44/2012,
KC891445,1701,2012/08/15,A/Washington/44/2012,
KM885034,1701,2012/08/16,A/Jabalpur/1758/2012,
KP637446,1701,2012/08/17,A/Thailand/MR11669/2012,
KP637366,1701,2012/08/19,A/Thailand/KS10481/2012,
KF648210,1701,2012/08/21,A/Virginia/13/2012,
KF648071,1701,2012/08/25,A/Florida/38/2012,
KJ577181,1701,2012/08/26,A/Nepal/VIROAF5/2012,
KP637494,1701,2012/08/27,A/Thailand/PY12436/2012,
KX792322,1701,2012/08/29,A/India/P1213777/2012,
KC894815,1701,2012/08/31,A/India/Gwl-06/2012,
KP941690,1701,2012/09/01,A/Thailand/CU-B6801/2012,
KT181066,1701,2012/09/09,A/Singapore/DMS1244/2012,
CY176746,1752,2012/09/21,A/Bangkok/INS3_681/2012,
KF928634,1701,2012/09/21,A/South Carolina/NHRC361211/2012,
KF648215,1701,2012/09/24,A/Michigan/24/2012,
KF648028,1701,2012/09/24,A/Maryland/31/2012,
KF648206,1701,2012/10/02,A/New York/36/2012,
KF648261,1701,2012/10/02,A/New York/36/2012,
CY130173,1701,2012/10/03,A/South Carolina/3042/2012,
KP317274,1701,2012/10/04,A/Uttrakhand/070/2012,
KJ856021,1701,2012/10/06,A/Sri Lanka/11/2012,
KU299944,1701,2012/10/08,A/Cambodia/W1023346/2012,
KP637902,1701,2012/10/15,A/Thailand/SP11743/2012,
KF648213,1701,2012/10/15,A/Wisconsin/36/2012,
KF647933,1701,2012/10/18,A/Texas/90/2012,
KR861696,1701,2012/10/20,A/Bangalore/3432-40/2012,
KF648244,1701,2012/10/22,A/South Carolina/19/2012,
KF647920,1701,2012/10/29,A/Minnesota/16/2012,
KF648240,1701,2012/10/31,A/Tennessee/09/2012,
KP637374,1701,2012/11/06,A/Thailand/KS10518/2012,
KF647941,1701,2012/11/08,A/Maryland/37/2012,
KP637606,1701,2012/11/08,A/Thailand/SN11851/2012,
KM213273,1777,2012/11/09,A/Oman/SQUH-42/2012,
KF648274,1701,2012/11/13,A/South Carolina/20/2012,
KP317262,1701,2012/11/14,A/Delhi/058/2012,
KJ561722,1743,2012/11/16,A/Czech Republic/140/2012,
KF886368,1701,2012/11/19,A/Ontario/033/2012,
KM213276,1777,2012/11/19,A/Oman/SQUH-50/2012,
KM213277,1777,2012/11/23,A/Oman/SQUH-51/2012,
KF648010,1701,2012/11/24,A/New Hampshire/20/2012,
KP637710,1701,2012/11/28,A/Thailand/SP11755/2012,
KM213278,1777,2012/11/29,A/Oman/SQUH-53/2012,
KF648023,1701,2012/12/02,A/New York/45/2012,
KU933845,1743,2012/12/02,A/Jordan/C2631/2012,
KF647925,1701,2012/12/04,A/Wyoming/23/2012,
CY135108,1724,2012/12/06,A/Texas/JMM_52/2012,
MN394624,1752,2012/12/06,A/Singapore/SGH-C/2012,
KM213280,1777,2012/12/06,A/Oman/SQUH-55/2012,
CY171159,1754,2012/12/07,A/Chicago/YGA_04019/2012,
CY134632,1701,2012/12/07,A/Florida/3076/2012,
KF648063,1701,2012/12/08,A/New Jersey/11/2012,
KM213281,1777,2012/12/09,A/Oman/SQUH-58/2012,
MF535112,1701,2012/12/10,A/Jodhpur/3240/2012,
KC842182,1701,2012/12/12,A/Hormozgan/30318/2012,
CY182713,1701,2012/12/12,A/Houston/JMM_64/2012,
KM213284,1777,2012/12/12,A/Oman/SQUH-63/2012,
KF647996,1701,2012/12/13,A/Minnesota/26/2012,
KM213282,1777,2012/12/13,A/Oman/SQUH-59/2012,
KC871172,1701,2012/12/15,A/Hormozgan/31167/2012,
KF648144,1701,2012/12/16,A/Hawaii/47/2012,
KC842180,1701,2012/12/17,A/Tehran/7359/2012,
KF648091,1701,2012/12/17,A/Texas/99/2012,
KM213285,1777,2012/12/17,A/Oman/SQUH-65/2012,
KF451902,1777,2012/12/18,A/Kenya/264/2012,
KF560286,1752,2012/12/18,A/Helsinki/1973/2012,
KP317273,1701,2012/12/19,A/Delhi/069/2012,
CY135172,1701,2012/12/19,A/Guangdong/1513/2012,
KM366575,1752,2012/12/20,A/Helsinki/2430/2012,
KF648182,1701,2012/12/20,A/Minnesota/34/2012,
KP019865,1701,2012/12/22,A/FuZhou/SWL1962/2012,
CY148316,1755,2012/12/23,A/Boston/DOA2-099/2012,
KP019866,1701,2012/12/24,A/NingDe/SWL1427/2012,
KU933847,1743,2012/12/26,A/Jordan/D3642/2012,
KM213287,1777,2012/12/27,A/Oman/SQUH-69/2012,
CY182929,1701,2012/12/28,A/Houston/JMM_93/2012,
KF013859,1701,2012/12/29,A/Kazan/CRIE-01/2012,
KU933840,1744,2012/12/30,A/Jordan/B1713/2012,
KC524500,1701,2012/12/31,A/Zhejiang/HuZ1/2012,
KP317283,1701,2013/01/02,A/Haryana/079/2013,
KF648147,1701,2013/01/02,A/Georgia/01/2013,
KC842185,1701,2013/01/02,A/Tehran/35070/2013,
KF648114,1701,2013/01/02,A/Wisconsin/02/2013,
KF648178,1701,2013/01/05,A/Texas/07/2013,
AB898079,1701,2013/01/05,A/Yamagata/15/2013,
KF648067,1701,2013/01/06,A/New Mexico/02/2013,
KF648272,1701,2013/01/06,A/New Mexico/02/2013,
KF886307,1701,2013/01/07,A/California/NHRC386820/2013,
KF559366,1752,2013/01/07,A/Helsinki/39/2013,
KF648110,1701,2013/01/07,A/New York/01/2013,
KC842132,1701,2013/01/08,A/Shiraz/11/2013,
KF451903,1777,2013/01/08,A/Kenya/265/2013,
KF761446,1701,2013/01/08,A/British Columbia/030/2013,
KT734947,1701,2013/01/08,A/Pennsylvania/06/2013,
CY170671,1752,2013/01/08,A/Santa Clara/YGA_03030/2013,
KF559374,1752,2013/01/09,A/Helsinki/77/2013,
KC524501,1701,2013/01/09,A/Zhejiang/TZ11/2013,
CY141207,1701,2013/01/09,A/Korea/3192/2013,
CY141208,1701,2013/01/09,A/Korea/3193/2013,
CY183217,1754,2013/01/09,A/Houston/JMM_131/2013,
KF791505,1743,2013/01/09,A/Czech Republic/195/2013,
KJ880870,1743,2013/01/09,A/Czech Republic/197/2013(H1N1),
CY168095,1752,2013/01/10,A/Boston/YGA_00037/2013,
KF648273,1701,2013/01/14,A/Indiana/02/2013,
KF886380,1701,2013/01/14,A/Ontario/011/2013,
KF451897,1777,2013/01/14,A/Kenya/259/2013,
KF791417,1743,2013/01/14,A/Czech Republic/31/2013,
KF761465,1701,2013/01/14,A/Quebec/05/2013,
KF761463,1701,2013/01/14,A/Quebec/02/2013,
KP144973,1701,2013/01/14,A/Jiangsuqinhuai/SWL1554/2013,
CY170695,1754,2013/01/15,A/Santa Clara/YGA_03033/2013,
KF886345,1701,2013/01/15,A/South Carolina/NHRC390666/2013,
KF559414,1752,2013/01/16,A/Helsinki/147/2013,
KF559398,1752,2013/01/16,A/Helsinki/135/2013,
KM213293,1777,2013/01/16,A/Oman/SQUH-83/2013,
KF451900,1777,2013/01/17,A/Kenya/262/2013,
KJ196072,1701,2013/01/17,A/Zanjan/37402/2013,
KP019867,1701,2013/01/17,A/FuZhou/SWL159/2013,
KF559406,1752,2013/01/17,A/Helsinki/141/2013,
MH329071,1701,2013/01/17,A/Taiwan/00160/2013,
KF647987,1701,2013/01/18,A/Pennsylvania/01/2013,
KF648252,1701,2013/01/18,A/Washington/05/2013,
KT241018,1710,2013/01/19,A/Ujjain/2558/2013,
KF559422,1752,2013/01/19,A/Helsinki/153/2013,
CY170839,1754,2013/01/19,A/Santa Clara/YGA_03053/2013,
KF886381,1701,2013/01/19,A/Ontario/026/2013,
CY141238,1701,2013/01/20,A/New York/3223/2013,
KJ196073,1701,2013/01/20,A/Tehran/38947/2013,
KF648149,1701,2013/01/20,A/Utah/01/2013,
KF761448,1701,2013/01/21,A/British Columbia/032/2013,
KF761449,1701,2013/01/21,A/British Columbia/033/2013,
CY169863,1754,2013/01/21,A/Boston/YGA_01185/2013,
KF559446,1752,2013/01/22,A/Helsinki/207/2013(H1N1),
KF886367,1701,2013/01/22,A/Ontario/020/2013,
KF648256,1701,2013/01/22,A/California/09/2013,
KF451913,1777,2013/01/23,A/Kenya/267/2013,
KF886313,1701,2013/01/23,A/California/NHRC393108/2013,
KF761450,1701,2013/01/23,A/British Columbia/034/2013,
KP019870,1701,2013/01/24,A/LongYan/SWL33/2013,
KP019872,1701,2013/01/24,A/LongYan/SWL38/2013,
KP019869,1701,2013/01/24,A/LongYan/SWL37/2013,
KF495642,1701,2013/01/25,A/Taiwan/80075/2013,
KF761458,1701,2013/01/25,A/Manitoba/13/2013,
KF013861,1701,2013/01/26,A/Astrakhan/CRIE-16/2013,
KF270582,1701,2013/01/27,A/India/P131027/2013(H1N1),
KF451901,1777,2013/01/28,A/Kenya/263/2013,
KF886342,1701,2013/01/28,A/Illinois/NHRC395317/2013,
KF886326,1701,2013/01/28,A/Oklahoma/NHRC391991/2013,
KF559470,1752,2013/01/28,A/Helsinki/280/2013(H1N1),
KF559486,1752,2013/01/28,A/Helsinki/305/2013(H1N1),
KF559462,1752,2013/01/28,A/Helsinki/279/2013(H1N1),
KF013862,1701,2013/01/28,A/Astrakhan/CRIE-17/2013,
CY147203,1701,2013/01/29,A/California/3311/2013,
KF761453,1701,2013/01/29,A/British Columbia/037/2013,
KF559510,1752,2013/01/29,A/Helsinki/330/2013(H1N1),
KF559518,1752,2013/01/30,A/Helsinki/338/2013(H1N1),
KF886333,1701,2013/01/30,A/California/NHRC392596/2013,
KJ561762,1743,2013/01/30,A/Czech Republic/201/2013,
CY168423,1754,2013/01/30,A/Boston/YGA_00087/2013,
MF535116,1701,2013/01/30,A/Bikaner/3362/2013,
KF761454,1701,2013/01/30,A/British Columbia/038/2013,
CY147205,1701,2013/01/31,A/Mississippi/3313/2013,
KF886370,1701,2013/01/31,A/Ontario/029/2013,
KP317290,1701,2013/01/31,A/Delhi/086/2013,
MH329080,1701,2013/01/31,A/Taiwan/00305/2013,
KT734961,1701,2013/01/31,A/Michigan/05/2013,
KF280735,1701,2013/01/31,A/India/Nag132467/2013(H1N1),
KF886319,1701,2013/02/01,A/South Carolina/NHRC393105/2013,
KF761470,1701,2013/02/01,A/Quebec/22/2013,
KF886365,1701,2013/02/02,A/Ontario/034/2013,
MH329081,1701,2013/02/02,A/Taiwan/00325/2013,
KF495630,1701,2013/02/04,A/Taiwan/80109/2013,
MH329082,1701,2013/02/04,A/Taiwan/00341/2013,
KF559606,1752,2013/02/05,A/Helsinki/430/2013,
KP019874,1701,2013/02/05,A/FuZhou/SWL129/2013,
KF559598,1752,2013/02/05,A/Helsinki/429/2013,
KF559630,1752,2013/02/05,A/Helsinki/435/2013,
KF559646,1752,2013/02/06,A/Helsinki/456/2013,
KF559662,1752,2013/02/06,A/Helsinki/478/2013,
KF559686,1752,2013/02/06,A/Helsinki/490/2013,
KJ561770,1743,2013/02/06,A/Czech Republic/202/2013,
KJ561778,1743,2013/02/07,A/Czech Republic/203/2013,
KF559694,1752,2013/02/07,A/Helsinki/492/2013,
KF648250,1701,2013/02/08,A/Kentucky/02/2013,
KF495633,1701,2013/02/08,A/Taiwan/80125/2013,
KF559702,1752,2013/02/08,A/Helsinki/493/2013,
KF495634,1701,2013/02/08,A/Taiwan/80128/2013,
KF559750,1752,2013/02/08,A/Helsinki/526/2013,
KF559798,1752,2013/02/10,A/Helsinki/568/2013,
KF559774,1752,2013/02/10,A/Helsinki/543/2013,
KF559782,1752,2013/02/11,A/Helsinki/551/2013,
KF451899,1777,2013/02/11,A/Kenya/261/2013,
KF559790,1752,2013/02/11,A/Helsinki/552/2013,
KF559838,1752,2013/02/12,A/Helsinki/604/2013,
KF559822,1752,2013/02/12,A/Helsinki/595/2013,
KF559830,1752,2013/02/12,A/Helsinki/598/2013,
KF559886,1752,2013/02/13,A/Helsinki/629/2013,
KF746633,1701,2013/02/13,A/Moscow/CRIE-30/2013,
CY163413,1701,2013/02/14,A/Texas/3425/2013,
KF559910,1752,2013/02/14,A/Helsinki/664/2013,
KF559926,1752,2013/02/14,A/Helsinki/677/2013,
KF761471,1701,2013/02/14,A/Quebec/25/2013,
KF746627,1701,2013/02/14,A/Volgograd/CRIE-12/2013,
KF559942,1752,2013/02/14,A/Helsinki/679/2013,
KF280743,1701,2013/02/15,A/India/P131845/2013(H1N1),
KF495631,1701,2013/02/15,A/Taiwan/80141/2013,
KF495635,1701,2013/02/15,A/Taiwan/80148/2013,
KF559966,1752,2013/02/15,A/Helsinki/709/2013,
KF559934,1752,2013/02/15,A/Helsinki/678/2013,
MH329090,1701,2013/02/15,A/Taiwan/00444/2013,
KM013707,1701,2013/02/16,A/Shiraz/1/2013,
KM013708,1701,2013/02/16,A/Shiraz/5/2013,
KM213291,1777,2013/02/16,A/Oman/SQUH-79/2013,
KF559950,1752,2013/02/16,A/Helsinki/686/2013,
KP019875,1701,2013/02/17,A/FuZhou/SWL1124/2013,
KF559990,1752,2013/02/18,A/Helsinki/737/2013,
KP317286,1701,2013/02/18,A/Uttrakhand/082/2013,
KF280751,1701,2013/02/18,A/India/P132194/2013(H1N1),
KM013709,1701,2013/02/18,A/Shiraz/34/2013,
KJ781217,1701,2013/02/18,A/Shiraz/38/2013,
KF559998,1752,2013/02/18,A/Helsinki/742/2013,
KF560014,1752,2013/02/19,A/Helsinki/757/2013,
KF560094,1752,2013/02/21,A/Helsinki/828/2013,
KP019876,1701,2013/02/21,A/FuZhou/SWL1147/2013,
CY163411,1701,2013/02/21,A/Ohio/3423/2013,
KF746636,1701,2013/02/21,A/Moscow/CRIE-33/2013,
KF746629,1701,2013/02/22,A/Moscow/CRIE-14/2013,
KF560118,1752,2013/02/22,A/Helsinki/859/2013,
KF746632,1701,2013/02/22,A/Moscow/CRIE-29/2013,
KF560102,1752,2013/02/24,A/Helsinki/844/2013,
KC881308,1724,2013/02/25,A/Marburg/1/2013,
KF647918,1701,2013/02/25,A/Alabama/04/2013,
KF560126,1752,2013/02/25,A/Helsinki/870/2013,
KP317294,1701,2013/02/26,A/Uttar Pradesh/090/2013,
KF560166,1752,2013/02/26,A/Helsinki/912/2013,
KF886376,1701,2013/02/26,A/Ontario/045/2013,
KF647967,1701,2013/02/26,A/Florida/07/2013,
KF560158,1752,2013/02/27,A/Helsinki/911/2013,
KP317295,1701,2013/02/28,A/Uttar Pradesh/091/2013,
KF560214,1752,2013/02/28,A/Helsinki/979/2013,
KF560190,1752,2013/02/28,A/Helsinki/956/2013,
KF495640,1701,2013/02/28,A/Taiwan/80208/2013,
KF647964,1701,2013/03/01,A/Minnesota/02/2013,
KF560206,1752,2013/03/01,A/Helsinki/977/2013,
KF560222,1752,2013/03/02,A/Helsinki/994/2013,
KF647966,1701,2013/03/03,A/Texas/10/2013,
KF142474,1701,2013/03/04,A/Sao Paulo/13922/2013,
KF560230,1752,2013/03/04,A/Helsinki/997/2013,
KF761457,1701,2013/03/04,A/British Columbia/041/2013,
KM213289,1777,2013/03/04,A/Oman/SQUH-76/2013,
KF746641,1701,2013/03/04,A/Stavropol/CRIE-43/2013,
KF560262,1752,2013/03/04,A/Helsinki/1017/2013,
KF886366,1701,2013/03/05,A/Ontario/043/2013,
KP019877,1701,2013/03/05,A/FuZhou/SWL1172/2013,
KF451904,1777,2013/03/06,A/Kenya/266/2013,
KF746656,1701,2013/03/06,A/Kirov/CRIE-65/2013,
MH329098,1701,2013/03/06,A/Taiwan/00585/2013,
KP144972,1701,2013/03/07,A/Jiangsupizhou/SWL36/2013,
KF886379,1701,2013/03/08,A/Ontario/044/2013,
KF746645,1701,2013/03/08,A/Volgograd/CRIE-54/2013,
KF648198,1701,2013/03/09,A/California/19/2013,
KM213288,1777,2013/03/09,A/Oman/SQUH-74/2013,
KY094978,1751,2013/03/09,A/Dhaka/850/2013,
KJ781218,1701,2013/03/10,A/Shiraz/43/2013,
KM366351,1752,2013/03/11,A/Helsinki/1042/2013,
KM366391,1752,2013/03/11,A/Helsinki/1197/2013,
KF746657,1701,2013/03/11,A/Kirov/CRIE-66/2013,
KM366399,1752,2013/03/11,A/Helsinki/1198/2013,
KM366359,1752,2013/03/11,A/Helsinki/1053/2013,
KT181073,1701,2013/03/11,A/Singapore/DMS1312/2013,
KM366367,1752,2013/03/11,A/Helsinki/1076/2013,
KM366439,1752,2013/03/13,A/Helsinki/1302/2013,
KM366423,1752,2013/03/13,A/Helsinki/1260/2013,
KM366431,1752,2013/03/13,A/Helsinki/1289/2013,
KF886308,1701,2013/03/14,A/Georgia/NHRC395552/2013,
KF495637,1701,2013/03/14,A/Taiwan/95402/2013,
KP144970,1701,2013/03/18,A/Jiangsunanchang/SWL1100/2013,
KM366447,1752,2013/03/18,A/Helsinki/1333/2013,
KT734948,1701,2013/03/18,A/Texas/27/2013,
KM366463,1752,2013/03/19,A/Helsinki/1351/2013,
KF203232,1701,2013/03/20,A/Sao Paulo/19279/2013,
KP144967,1701,2013/03/21,A/Jiangsugaoyou/SWL1141/2013,
KM013710,1701,2013/03/21,A/Shiraz/87/2013,
KM013711,1701,2013/03/21,A/Shiraz/93/2013,
MH329170,1701,2013/03/22,A/Taiwan/50410/2013,
CY163417,1701,2013/03/22,A/Colorado/3429/2013,
KM366479,1752,2013/03/23,A/Helsinki/1472/2013,
KM366495,1752,2013/03/23,A/Helsinki/1492/2013,
KF648001,1701,2013/03/23,A/Colorado/03/2013,
KM366487,1752,2013/03/23,A/Helsinki/1474/2013,
KP019879,1701,2013/03/26,A/NanPing/SWL1151/2013,
KM366519,1752,2013/03/26,A/Helsinki/1502/2013,
MN250915,1777,2013/03/27,A/MUWRP-Uganda/371/2013,
CY163418,1701,2013/03/27,A/New York/3430/2013,
KP144964,1701,2013/03/28,A/Jiangsubeitang/SWL1144/2013,
KP144971,1701,2013/03/28,A/Jiangsunanjing/S1488/2013,
KM885035,1701,2013/03/29,A/Indore/2820/2013,
KF648039,1701,2013/03/30,A/Kentucky/04/2013,
CY188417,1752,2013/03/30,A/Nicaragua/6184_13/2013,
KY075822,1701,2013/03/30,A/Palestine/301/2013,
KF151215,1701,2013/04/03,A/Sao Paulo/25271/2013,
KR052526,1701,2013/04/03,A/India/Alp135125/2013,
CY147207,1701,2013/04/08,A/Guam/3315/2013,
KF648201,1701,2013/04/08,A/Georgia/02/2013,
KJ196071,1701,2013/04/08,A/Tehran/55774/2013,
KM366543,1752,2013/04/08,A/Helsinki/1677/2013,
KF648152,1701,2013/04/08,A/Vermont/03/2013,
KF648162,1701,2013/04/09,A/Pennsylvania/05/2013,
KF648196,1701,2013/04/09,A/North Carolina/07/2013,
KP019881,1701,2013/04/09,A/QuanZhou/SWL179/2013,
KP019880,1701,2013/04/09,A/QuanZhou/SWL184/2013,
KF041892,1777,2013/04/09,A/Para/122686/2013,
KF648027,1701,2013/04/10,A/New Mexico/10/2013,
KM366551,1752,2013/04/10,A/Helsinki/1693/2013,
KM013712,1701,2013/04/11,A/Shiraz/104/2013,
MH329115,1701,2013/04/11,A/Taiwan/00944/2013,
KF151216,1701,2013/04/11,A/Sao Paulo/28426/2013,
KP144969,1701,2013/04/11,A/Jiangsugaoyou/SWL1199/2013,
KF151217,1701,2013/04/12,A/Sao Paulo/28829/2013,
KM047671,1701,2013/04/13,A/Shiraz/125/2013,
KF648163,1701,2013/04/14,A/Utah/05/2013,
KF041894,1777,2013/04/15,A/Para/122805/2013,
KF151219,1701,2013/04/15,A/Sao Paulo/28683/2013,
KP019882,1701,2013/04/15,A/XiaMen/SWL1123/2013,
KP019884,1701,2013/04/18,A/NanPing/SWL33/2013,
KP019883,1701,2013/04/18,A/NanPing/SWL35/2013,
KP019886,1701,2013/04/19,A/XiaMen/SWL37/2013,
CY147209,1701,2013/04/19,A/Alabama/3317/2013,
MN250883,1779,2013/04/20,A/MUWRP-Uganda/372/2013,
MN250899,1779,2013/04/21,A/MUWRP-Uganda/373/2013,
KP144968,1701,2013/04/25,A/Jiangsuhailing/SWL1382/2013,
CY170095,1754,2013/04/26,A/Boston/YGA_01220/2013,
CY163421,1701,2013/05/02,A/Florida/3433/2013,
KU933842,1743,2013/05/02,A/Jordan/D3703/2013,
KF648087,1701,2013/05/02,A/Florida/22/2013,
KF648229,1701,2013/05/03,A/California/21/2013,
KP019887,1701,2013/05/04,A/QuanZhou/SWL1135/2013,
KF647953,1701,2013/05/07,A/Florida/17/2013,
KF647905,1701,2013/05/08,A/New York/07/2013,
KF648230,1701,2013/05/12,A/Utah/06/2013,
KT181074,1701,2013/05/14,A/Singapore/DMS1315/2013,
KM885036,1701,2013/05/15,A/Itarsi/2934/2013,
KJ196069,1701,2013/05/16,A/Tehran/53411/2013,
KP019889,1701,2013/05/20,A/ZhangZhou/SWL31/2013,
KF648235,1701,2013/05/20,A/Mississippi/03/2013,
KF648221,1701,2013/05/24,A/Wisconsin/09/2013,
KP019891,1701,2013/05/27,A/FuZhou/SWL1493/2013,
KP019890,1701,2013/05/27,A/SanMing/SWL1280/2013,
KF648223,1701,2013/05/28,A/Hawaii/01/2013,
KP019892,1701,2013/06/06,A/NanPing/SWL1402/2013,
KF648217,1701,2013/06/07,A/Kentucky/06/2013,
CY188409,1752,2013/06/11,A/Nicaragua/6471_06/2013,
KJ943050,1741,2013/06/12,A/Santiago/p13d1/2013(H1N1),
KF648022,1701,2013/06/15,A/Florida/18/2013,
CY189775,1752,2013/06/17,A/Nicaragua/30074_01_TR2/2013(H1N1),
KP019894,1701,2013/06/17,A/XiaMen/SWL1280/2013,
KP144976,1701,2013/06/17,A/Jiangsutinghu/SWL1354/2013,
KP144977,1701,2013/06/18,A/Jiangsutinghu/SWL1358/2013,
KF647949,1701,2013/06/19,A/Florida/16/2013,
KF647939,1701,2013/06/19,A/Florida/16/2013,
KY926160,1777,2013/06/20,A/Santa Cruz do Sul/LACENRS-1560/2013,
KJ943232,1752,2013/06/21,A/Santiago/p20d1/2013(H1N1),
KJ943224,1754,2013/06/22,A/Santiago/p20d2/2013(H1N1),
KF647993,1701,2013/06/23,A/Wisconsin/11/2013,
CY188465,1752,2013/06/24,A/Nicaragua/5612_05/2013,
KY925038,1777,2013/06/26,A/Santa Cruz do Sul/LACENRS-1761/2013,
CY188385,1752,2013/06/27,A/Nicaragua/7486_06/2013,
KP941691,1701,2013/06/28,A/Thailand/CU-B8091/2013,
CY188529,1752,2013/07/01,A/Nicaragua/4722_03/2013,
KP019895,1701,2013/07/02,A/LongYan/SWL1334/2013,
KF886296,1728,2013/07/03,A/Indore/2683/2013,
CY188537,1752,2013/07/03,A/Nicaragua/7476_09/2013,
KJ196070,1701,2013/07/04,A/Tehran/52774/2013,
MT196072,1746,2013/07/04,A/Santiago/p24d1/2013,
KY926069,1777,2013/07/05,A/Rio Grande/LACENRS-2092/2013,
KF648021,1701,2013/07/06,A/Connecticut/02/2013,
CY187865,1752,2013/07/06,A/Nicaragua/6520_07/2013,
KF648020,1701,2013/07/07,A/Florida/20/2013,
KJ942999,1754,2013/07/08,A/Santiago/p25d0/2013(H1N1),
KF683625,1701,2013/07/08,A/India/GWL-13/2013,
CY188353,1752,2013/07/09,A/Nicaragua/6863_05/2013,
KJ942903,1750,2013/07/09,A/Santiago/p25d3/2013(H1N1),
MH329140,1701,2013/07/09,A/Taiwan/01864/2013,
KF648015,1701,2013/07/10,A/South Carolina/01/2013,
CY189679,1752,2013/07/12,A/Nicaragua/30238_01_TR2/2013(H1N1),
CY189671,1752,2013/07/12,A/Nicaragua/30165_01_TR4/2013(H1N1),
KY925560,1778,2013/07/14,A/Passo Fundo/LACENRS-2459/2013,
KP019896,1701,2013/07/16,A/XiaMen/SWL1352/2013,
KP144966,1701,2013/07/18,A/Jiangsugusu/SWL1824/2013,
KY926309,1778,2013/07/18,A/Uruguaiana/LACENRS-2538/2013,
KF648120,1701,2013/07/23,A/Nevada/06/2013,
MH329141,1701,2013/07/25,A/Taiwan/02006/2013,
KJ196074,1701,2013/07/29,A/Tehran/53422/2013,
KF648032,1701,2013/08/02,A/Delaware/09/2013,
CY188153,1752,2013/08/02,A/Nicaragua/6200_05/2013,
KJ136192,1701,2013/08/05,A/Utah/08/2013,
KP019898,1701,2013/08/05,A/XiaMen/SWL1427/2013,
KM408925,1701,2013/08/08,A/Georgia/04/2013,
CY188049,1752,2013/08/09,A/Nicaragua/7302_09/2013,
KF648170,1701,2013/08/13,A/Indiana/22/2013,
KF648172,1701,2013/08/15,A/Texas/15/2013,
CY188009,1752,2013/08/17,A/Nicaragua/7301_06/2013,
KP019899,1701,2013/08/19,A/ZhangZhou/SWL1418/2013,
CY188281,1752,2013/08/22,A/Nicaragua/6417_12/2013,
KJ136252,1701,2013/08/27,A/North Carolina/09/2013,
KP019900,1701,2013/08/27,A/NanPing/SWL1640/2013,
KY925399,1777,2013/08/28,A/Camaqua/LACENRS-3512/2013,
KP019901,1701,2013/09/02,A/ZhangZhou/SWL1474/2013,
CY163463,1701,2013/09/03,A/Texas/3475/2013,
KP941694,1701,2013/09/03,A/Thailand/CU-A338/2013,
CY163461,1701,2013/09/05,A/Washington/3473/2013,
KM408913,1701,2013/09/05,A/Wisconsin/13/2013,
KP019902,1701,2013/09/09,A/LongYan/SWL1529/2013,
KR052565,1701,2013/09/10,A/India/Pun1318508/2013,
KT274234,1701,2013/09/11,A/South Carolina/02/2013,
KM408928,1701,2013/09/14,A/Wyoming/04/2013,
KM408931,1701,2013/09/17,A/New Hampshire/04/2013,
KM408934,1701,2013/09/17,A/New Hampshire/04/2013,
