accession,segment,length,date,name
KX237725,4,1743,2/17/2016,A/Czech Republic/71b/2016
KX223757,4,1777,10/3/2015,A/Kenya/001/2015
KX223758,4,1777,10/4/2015,A/Kenya/002/2015
KX237698,4,1743,2/1/2016,A/Czech Republic/17/2016
KX237716,4,1743,2/15/2016,A/Czech Republic/73/2016
KX254935,4,1743,2/23/2016,A/Czech Republic/79/2016
KX214540,4,1701,12/30/2015,A/Bayburt/01/2015
KX254956,4,1743,3/17/2016,A/Czech Republic/89/2016
KX254962,4,1743,3/17/2016,A/Czech Republic/91/2016
KT181069,4,1701,7/15/2010,A/Singapore/DMS128/2010
KX406027,4,1752,1/13/2016,A/Florida/03/2016
KX406547,4,1752,2/8/2016,A/Wisconsin/24/2016
KT181068,4,1701,7/13/2010,A/Singapore/DMS127/2010
KT181013,4,1701,1/21/2011,A/Singapore/DMS1178/2011
KX417062,4,1753,8/6/2015,A/New York/61/2015
KX408123,4,1752,12/12/2015,A/New Mexico/29/2015
KX406539,4,1752,2/8/2016,A/Washington/20/2016
KT181010,4,1701,1/14/2011,A/Singapore/DMS1170/2011
KT181001,4,1701,12/31/2010,A/Singapore/DMS1155/2010
KT181002,4,1701,1/4/2011,A/Singapore/DMS1156/2011
KX406203,4,1752,1/19/2016,A/North Carolina/08/2016
KX406419,4,1753,1/18/2016,A/Arizona/16/2016
KX406067,4,1753,1/23/2016,A/Indiana/12/2016
KX406355,4,1752,1/19/2016,A/Idaho/03/2016
KX410291,4,1752,3/6/2016,A/Montana/32/2016
KX406163,4,1752,1/5/2016,A/California/08/2016
KX410283,4,1752,3/6/2016,A/Montana/31/2016
KX410995,4,1752,3/30/2016,A/Washington/48/2016
KX409939,4,1752,2/9/2016,A/California/77/2016
KX410491,4,1752,3/28/2016,A/Delaware/17/2016
KX409947,4,1752,2/8/2016,A/California/78/2016
KX410115,4,1752,3/10/2016,A/Virginia/41/2016
KX410835,4,1752,3/10/2016,A/New York/46/2016
KX411003,4,1752,4/5/2016,A/Washington/49/2016
KX411011,4,1752,3/23/2016,A/Iowa/07/2016
KX411899,4,1752,5/9/2016,A/Texas/137/2016
KX410131,4,1752,3/8/2016,A/Vermont/10/2016
KX410667,4,1754,3/30/2016,A/Ohio/17/2016
KX411907,4,1752,4/21/2016,A/Wisconsin/64/2016
KX411563,4,1752,4/6/2016,A/Florida/56/2016
KX410155,4,1752,3/17/2016,A/Pennsylvania/36/2016
KX411395,4,1752,3/14/2016,A/Michigan/67/2016
KX410347,4,1752,3/14/2016,A/Washington/44/2016
KX410211,4,1752,3/11/2016,A/Washington/43/2016
KX409875,4,1752,2/1/2016,A/New Mexico/11/2016
KX411083,4,1752,3/21/2016,A/Illinois/18/2016
KX411099,4,1752,3/24/2016,A/Illinois/20/2016
KX410539,4,1752,3/17/2016,A/Virginia/44/2016
KX411787,4,1752,3/22/2016,A/Pennsylvania/57/2016
KX410019,4,1752,2/18/2016,A/New Mexico/18/2016
KX410915,4,1752,3/21/2016,A/Wyoming/09/2016
KX410227,4,1752,3/20/2016,A/Minnesota/40/2016
KX410251,4,1752,3/14/2016,A/New Jersey/13/2016
KX410427,4,1752,2/27/2016,A/Michigan/61/2016
KX410435,4,1752,3/8/2016,A/Tennessee/20/2016
KX407675,4,1752,2/21/2016,A/Montana/22/2016
KX409891,4,1752,3/17/2016,A/Ohio/14/2016
KX410419,4,1752,3/8/2016,A/Louisiana/10/2016
KX411843,4,1752,4/14/2016,A/Indiana/41/2016
KX431197,4,1701,2012,A/Kenya/34/2012
KX431198,4,1759,2010,A/Kenya/63/2010
KX411163,4,1752,3/15/2016,A/Illinois/29/2016
KX431202,4,1769,2011,A/Kenya/10/2011
KX431203,4,1767,2011,A/Kenya/29/2011
KX409395,4,1752,2/19/2016,A/Texas/81/2016
KX409411,4,1752,2/27/2016,A/Texas/87/2016
KX409811,4,1752,3/1/2016,A/Hawaii/20/2016
KX407531,4,1752,3/4/2016,A/Mississippi/10/2016
KX409627,4,1752,3/3/2016,A/Kentucky/12/2016
KX409275,4,1752,2/26/2016,A/Tennessee/08/2016
KX408131,4,1752,12/27/2015,A/New Mexico/31/2015
KX409667,4,1752,3/9/2016,A/Kansas/19/2016
KX407851,4,1752,3/7/2016,A/Texas/46/2016
KX407155,4,1752,2/10/2016,A/Nebraska/09/2016
KX409243,4,1752,2/20/2016,A/Utah/13/2016
KX409827,4,1752,3/15/2016,A/Delaware/14/2016
KX408051,4,1752,2/29/2016,A/Pennsylvania/18/2016
KX409619,4,1752,3/14/2016,A/New York/31/2016
KX408699,4,1752,2/8/2016,A/Washington/22/2016
KX409083,4,1752,2/1/2016,A/Wisconsin/16/2016
KX407891,4,1752,2/15/2016,A/Michigan/45/2016
KX408339,4,1752,1/20/2016,A/Pennsylvania/04/2016
KX408883,4,1752,12/23/2015,A/Idaho/37/2015
KX408539,4,1752,1/19/2016,A/Georgia/07/2016
KX407035,4,1752,2/19/2016,A/Florida/21/2016
KX407211,4,1752,2/24/2016,A/Wisconsin/31/2016
KX407931,4,1752,3/7/2016,A/New Hampshire/08/2016
KX408371,4,1752,1/18/2016,A/Texas/04/2016
KX407059,4,1752,2/17/2016,A/Florida/26/2016
KX408179,4,1752,2/8/2016,A/Kansas/05/2016
KX409331,4,1752,3/18/2016,A/Nevada/23/2016
KX407083,4,1752,2/2/2016,A/South Dakota/04/2016
KX407227,4,1752,2/19/2016,A/Washington/27/2016
KX408579,4,1752,2016,A/Georgia/10/2016
KX408947,4,1752,2/8/2016,A/Oklahoma/05/2016
KX408595,4,1752,2/2/2016,A/Georgia/12/2016
KX409339,4,1752,1/21/2016,A/Texas/68/2016
KX409707,4,1752,3/10/2016,A/Alabama/07/2016
KX408419,4,1752,1/22/2016,A/South Carolina/02/2016
KX409539,4,1752,3/16/2016,A/New York/36/2016
KX406915,4,1752,2/9/2016,A/Texas/31/2016
KX409363,4,1752,2/7/2016,A/Texas/72/2016
KX407643,4,1752,2/20/2016,A/Idaho/09/2016
KX407475,4,1752,2/17/2016,A/Kansas/08/2016
KX775351,4,1701,1/14/2016,A/Arkhangelsk/CRIE-109/2016
KX523704,4,1701,3/1/2016,A/California/NHRC_BRD12194N/2016
KX523718,4,1701,4/1/2016,A/California/NHRC_FDX21898/2016
KX523731,4,1701,4/22/2016,A/California/NHRC_W7416A/2016
KY925931,4,1777,7/8/2012,A/Caibate/LACENRS-903/2012
KX775383,4,1701,1/29/2016,A/Krasnodar/CRIE-202/2016
KX918572,4,1752,2/16/2016,A/Maine/05/2016
KX919380,4,1753,2/18/2016,A/Texas/144/2016
KX919404,4,1754,3/23/2016,A/Texas/157/2016
KX919348,4,1752,5/6/2016,A/Rhode Island/24/2016
KX949403,4,1751,11/4/2015,A/Iowa/53/2015
KX914964,4,1752,3/7/2016,A/Texas/47/2016
KX949386,4,1751,11/4/2015,A/Iowa/53/2015
KX915732,4,1752,4/22/2016,A/Vermont/19/2016
KX915116,4,1752,3/11/2016,A/California/100/2016
KX915964,4,1752,5/3/2016,A/Kentucky/28/2016
KX915476,4,1752,4/22/2016,A/New York/74/2016
KX915372,4,1752,4/6/2016,A/New Mexico/40/2016
KX914916,4,1752,2/21/2016,A/Kentucky/08/2016
KX916004,4,1752,5/13/2016,A/Iowa/19/2016
KX918916,4,1752,4/7/2016,A/Michigan/58/2016
KX915404,4,1752,3/9/2016,A/Hawaii/37/2016
KX914996,4,1752,2/28/2016,A/New Mexico/20/2016
KX918548,4,1752,1/21/2016,A/Michigan/20/2016
KX915804,4,1752,4/29/2016,A/New York/79/2016
KX918820,4,1752,3/6/2016,A/Pennsylvania/54/2016
KX915788,4,1753,4/9/2016,A/California/106/2016
KX919420,4,1752,5/3/2016,A/Arizona/63/2016
KX918788,4,1752,2/20/2016,A/Pennsylvania/48/2016
KX915836,4,1752,4/20/2016,A/Oregon/14/2016
KX918452,4,1752,1/1/2016,A/Arizona/03/2016
KX919276,4,1752,5/12/2016,A/California/115/2016
KX915916,4,1752,4/19/2016,A/Virginia/54/2016
KX919228,4,1752,3/31/2016,A/Pennsylvania/76/2016
KM654831,4,1766,2/23/2011,A/Connecticut/Flu187/2011
KX915828,4,1752,5/1/2016,A/Utah/37/2016
KX916076,4,1752,4/5/2016,A/Wisconsin/68/2016
KX915452,4,1752,3/7/2016,A/Pennsylvania/56/2016
KX949211,4,1752,5/15/2016,A/Virginia/59/2016
KY044896,4,1752,7/31/2016,A/California/123/2016
KY044921,4,1752,12/14/2015,A/Michigan/72/2015
KY044928,4,1753,12/28/2015,A/Florida/101/2015
KY044820,4,1753,2/23/2016,A/Georgia/25/2016
KY044826,4,1752,2/28/2016,A/Georgia/31/2016
KY045097,4,1752,2/20/2016,A/Wisconsin/28/2016
KY003342,4,1752,8/9/2016,A/Hawaii/65/2016
KY044624,4,1752,1/24/2016,A/Nevada/08/2016
KY003250,4,1752,4/22/2016,A/Pennsylvania/85/2016
KY044712,4,1752,1/27/2016,A/Wisconsin/13/2016
CY208308,4,1701,2/19/2016,A/Mississippi/5075/2016
CY208310,4,1701,2/23/2016,A/Nebraska/5077/2016
CY208312,4,1701,2/25/2016,A/New York/5079/2016
KY045290,4,1752,4/1/2016,A/Illinois/40/2016
KY045320,4,1752,4/22/2016,A/Florida/62/2016
KY045340,4,1753,4/18/2016,A/Louisiana/22/2016
KY045398,4,1752,9/23/2016,A/Wisconsin/82/2016
KY045403,4,1752,9/7/2016,A/Michigan/102/2016
KY116830,4,1752,9/12/2016,A/Hawaii/70/2016
KY116983,4,1701,5/6/2014,A/District Of Columbia/02/2014
KY115790,4,1752,2016,A/Alaska/15/2016
KY115734,4,1752,6/11/2016,A/Hawaii/57/2016
CY208229,4,1701,2/22/2016,A/Alabama/4996/2016
CY208246,4,1701,2/10/2016,A/Japan/5013/2016
CY208248,4,1701,2/18/2016,A/Maryland/5015/2016
CY208254,4,1701,2/21/2016,A/New York/5021/2016
CY208261,4,1701,2/18/2016,A/Texas/5028/2016
CY208150,4,1701,1/13/2016,A/Nebraska/4917/2016
CY208303,4,1701,2/6/2016,A/Mississippi/5070/2016
CY208306,4,1701,2/18/2016,A/Mississippi/5073/2016
CY208320,4,1701,2/23/2016,A/South Dakota/5087/2016
CY208147,4,1701,1/1/2016,A/Japan/4914/2016
CY208319,4,1701,2/18/2016,A/South Dakota/5086/2016
CY208156,4,1701,1/16/2016,A/Washington/4923/2016
CY208169,4,1701,1/19/2016,A/Ohio/4936/2016
CY208171,4,1701,2/5/2016,A/Ohio/4938/2016
CY208176,4,1701,1/30/2016,A/South Korea/4943/2016
CY208197,4,1701,2/9/2016,A/Alabama/4964/2016
CY208205,4,1701,2/8/2016,A/Georgia/4972/2016
CY208392,4,1701,2/20/2016,A/Washington/5159/2016
CY208364,4,1701,3/4/2016,A/Maryland/5131/2016
CY208366,4,1701,3/2/2016,A/Massachusetts/5133/2016
CY208428,4,1701,3/3/2016,A/Colorado/5195/2016
CY208465,4,1701,3/10/2016,A/Ohio/5232/2016
CY208381,4,1701,3/2/2016,A/Ohio/5148/2016
CY208384,4,1701,3/1/2016,A/South Carolina/5151/2016
CY208386,4,1701,2/23/2016,A/Utah/5153/2016
CY208422,4,1701,3/8/2016,A/Arizona/5189/2016
CY208338,4,1701,2/26/2016,A/Arizona/5105/2016
CY208351,4,1701,3/4/2016,A/Georgia/5118/2016
CY208334,4,1701,3/4/2016,A/Alabama/5101/2016
CY208348,4,1701,3/1/2016,A/Delaware/5115/2016
CY208353,4,1701,3/7/2016,A/Georgia/5120/2016
KY056608,4,1701,Mar-16,A/Rochester/U009/2016
KM203134,4,1701,6/7/2011,A/Kerala/RGCBE679/2011
KM203131,4,1701,3/9/2010,A/Kerala/RGCBC699/2010
KM203132,4,1701,3/9/2010,A/Kerala/RGCBC700/2010
KM203139,4,1701,7/20/2012,A/Kerala/RGCBF311/2012
KY284525,4,1701,1/3/2015,A/Shiraz/3/2015
KY284527,4,1701,12/15/2015,A/Shiraz/5/2015
KY284528,4,1701,2/2/2015,A/Shiraz/6/2015
KY284530,4,1701,12/16/2015,A/Shiraz/14/2015
KY284532,4,1701,1/20/2015,A/Shiraz/16/2015
KY284533,4,1701,11/16/2015,A/Shiraz/17/2015
KY284535,4,1701,1/15/2015,A/Shiraz/8/2015
CY211138,4,1752,12/7/2016,A/Wisconsin/99/2016
CY210064,4,1701,3/8/2016,A/Wyoming/5493/2016
CY210102,4,1701,2/9/2016,A/South Korea/5531/2016
CY210124,4,1701,2/22/2016,A/South Korea/5553/2016
CY210039,4,1701,3/11/2016,A/New Mexico/5468/2016
CY213426,4,1752,11/28/2016,A/California/170/2016
CY210046,4,1701,3/23/2016,A/North Carolina/5475/2016
CY210054,4,1701,3/10/2016,A/Texas/5483/2016
CY210059,4,1701,3/11/2016,A/Utah/5488/2016
CY210097,4,1701,3/23/2016,A/Japan/5526/2016
KY328751,4,1701,5/5/2014,A/Esfahan/73188/2014
KY328758,4,1701,6/13/2014,A/Hormozgan/85977/2014
KY328754,4,1701,5/14/2014,A/Kermanshah/79212/2014
KY328756,4,1701,6/11/2014,A/Khorasan-Shomali/85136/2014
KY328759,4,1701,2/22/2014,A/Tehran/70787/2014
KY328761,4,1701,1/5/2015,A/Tehran/92509/2015
KY328762,4,1701,1/3/2015,A/Tehran/64680/2015
CY210113,4,1701,2/17/2016,A/South Korea/5542/2016
CY210117,4,1701,2/18/2016,A/South Korea/5546/2016
KY328764,4,1701,12/24/2014,A/Ghom/90240/2014
KY328765,4,1701,4/9/2015,A/Ahvaz/106899/2015
KY328767,4,1701,1/2/2016,A/Sari/11404/2016
CY210122,4,1701,2/20/2016,A/South Korea/5551/2016
CY210127,4,1701,2/22/2016,A/South Korea/5556/2016
CY210129,4,1701,2/24/2016,A/South Korea/5558/2016
KU933842,4,1743,5/2/2013,A/Jordan/D3703/2013
KU933845,4,1743,12/2/2012,A/Jordan/C2631/2012
KU933840,4,1744,12/30/2012,A/Jordan/B1713/2012
KR052526,4,1701,4/3/2013,A/India/Alp135125/2013
KX014867,4,1744,2/3/2016,A/Czech Republic/23/2016
KX014870,4,1744,2/3/2016,A/Czech Republic/24/2016
KX088388,4,1701,12/22/2015,A/Ankara/03/2015
KX097044,4,1701,1/4/2016,A/Adana/11/2016
KR052565,4,1701,9/10/2013,A/India/Pun1318508/2013
KX097040,4,1701,1/8/2016,A/Kirikkale/01/2016
KX097046,4,1701,1/4/2016,A/Adana/13/2016
KX097048,4,1701,1/4/2016,A/Adana/15/2016
KX088393,4,1701,12/25/2015,A/Van/02/2015
KR052624,4,1701,1/28/2015,A/India/Pun151245/2015
KR052626,4,1701,1/27/2015,A/India/Pun151214/2015
KR052627,4,1701,1/27/2015,A/India/Pun151268/2015
CY214282,4,1752,12/24/2016,A/California/193/2016
CY214290,4,1752,12/26/2016,A/California/194/2016
CY210846,4,1752,10/5/2016,A/Montana/48/2016
CY209432,4,1752,10/30/2016,A/Delaware/29/2016
CY209464,4,1752,10/7/2016,A/Hawaii/86/2016
CY210915,4,1752,10/17/2016,A/Montana/51/2016
CY209796,4,1701,2/29/2016,A/Washington/5311/2016
CY210838,4,1752,10/5/2016,A/Montana/47/2016
KY273035,4,1701,5/16/2015,A/Xiamen/s27/2015
CY209858,4,1701,3/15/2016,A/Massachusetts/5373/2016
CY209488,4,1752,11/1/2016,A/California/153/2016
CY209843,4,1701,3/22/2016,A/Alabama/5358/2016
CY209876,4,1701,3/21/2016,A/Virginia/5391/2016
CY209853,4,1701,3/17/2016,A/Delaware/5368/2016
CY209855,4,1701,3/23/2016,A/Delaware/5370/2016
CY209536,4,1752,11/7/2016,A/Oklahoma/13/2016
KY273037,4,1701,1/22/2016,A/Xiamen/s212/2016
KY273038,4,1701,2/1/2016,A/Xiamen/s203/2016
KY273042,4,1701,2/22/2016,A/Xiamen/s186/2016
KY273044,4,1701,2/24/2016,A/Xiamen/s205/2016
KY273046,4,1701,3/21/2016,A/Xiamen/s173/2016
KY273049,4,1701,5/17/2016,A/Xiamen/s225/2016
KY273040,4,1701,2/15/2016,A/Xiamen/s197/2016
CY217081,4,1752,1/10/2017,A/Indiana/04/2017
KY509807,4,1701,1/4/2016,A/Chungnam/29/2016
KY509808,4,1701,1/18/2016,A/Gangwon/61/2016
CY216993,4,1752,1/16/2017,A/California/10/2017
CY220871,4,1752,1/20/2017,A/California/16/2017
CY217089,4,1752,1/2/2017,A/Indiana/03/2017
CY220847,4,1752,1/27/2017,A/Indiana/10/2017
CY217049,4,1752,1/4/2017,A/Connecticut/01/2017
CY218238,4,1752,1/23/2017,A/Washington/08/2017
KY487140,4,1777,2/27/2016,A/Baltimore/0088/2016
KY487330,4,1777,1/18/2016,A/Taipei/0032/2016
KY487233,4,1777,2/2/2016,A/Taipei/0055/2016
KY487365,4,1777,2/16/2016,A/Taipei/0063/2016
KY615408,4,1777,3/12/2016,A/Baltimore/0110/2016
KY487656,4,1777,3/6/2016,A/EastBaltimore/0103/2016
KY487702,4,1777,1/18/2016,A/Linkou/0065/2016
KY487709,4,1777,2/17/2016,A/Taipei/0067/2016
CY217874,4,1752,10/10/2016,A/Montana/50/2016
KY487602,4,1777,1/25/2016,A/Taipei/0045/2016
KY487617,4,1777,2/17/2016,A/Keelung/0056/2016
CY221566,4,1752,1/28/2017,A/Louisiana/06/2017
CY223373,4,1752,1/4/2017,A/New York/04/2017
CY223381,4,1752,2/1/2017,A/Florida/09/2017
CY223557,4,1752,2/21/2017,A/New Mexico/08/2017
CY225830,4,1752,3/7/2017,A/New Mexico/13/2017
CY225486,4,1752,2/5/2017,A/North Carolina/10/2017
KY634450,4,1701,12/10/2015,A/Tehran/Sm03/2015
CY220791,4,1752,1/18/2017,A/Iowa/04/2017
CY225534,4,1752,2/10/2017,A/Ohio/07/2017
KY615424,4,1777,1/15/2016,A/Linkou/0060/2016
KY615425,4,1777,2/2/2016,A/Linkou/0097/2016
KY615441,4,1777,2/2/2016,A/Linkou/0098/2016
KY615443,4,1777,3/1/2016,A/Keelung/0068/2016
KY615447,4,1777,3/19/2016,A/EastBaltimore/0119/2016
CY225670,4,1752,2/19/2017,A/South Dakota/14/2017
KY681554,4,1701,10/15/2013,A/Saudi Arabia/02/2013
CY225814,4,1752,2/21/2017,A/Rhode Island/09/2017
KX792285,4,1701,3/22/2012,A/India/P123167/2012
KX792319,4,1701,7/5/2012,A/India/P129932/2012
CY224254,4,1752,2/15/2017,A/California/34/2017
MN559732,4,1752,2/8/2017,A/Hulunbuir/1703/2017
MN559734,4,1752,2/6/2018,A/Hulunbuir/1801/2018
CY225558,4,1752,2/8/2017,A/New York/09/2017
CY225598,4,1752,2/9/2017,A/North Carolina/13/2017
CY225630,4,1752,3/1/2017,A/South Dakota/17/2017
CY225646,4,1752,2/5/2017,A/South Dakota/08/2017
KX792269,4,1701,4/5/2012,A/India/P125155/2012
KX792271,4,1701,11/22/2011,A/India/P121253/2011
KX792272,4,1701,2/27/2012,A/India/P121788/2012
KX792275,4,1701,3/6/2012,A/India/P122059/2012
KX792278,4,1701,4/7/2012,A/India/P125442/2012
KX792281,4,1701,3/16/2012,A/India/P122654/2012
KX792322,4,1701,8/29/2012,A/India/P1213777/2012
KX792306,4,1701,4/16/2012,A/India/Kerala128941/2012
CY225702,4,1752,2/24/2017,A/Iowa/13/2017
KX792280,4,1701,3/13/2012,A/India/P122300/2012
KX792308,4,1701,4/20/2012,A/India/Kerala128943/2012
KX792320,4,1701,7/10/2012,A/India/P1210194/2012
KY888148,4,1701,2/3/2015,A/Kerala/RGCB145751/2015
KY888150,4,1701,4/1/2014,A/Kerala/RGCB140815/2014
KY801193,4,1701,Feb-14,A/Mexico/INCMNSZ/RFI108/2014
KY801194,4,1701,Jan-14,A/Mexico/INCMNSZ/RFH794/2014
KY801196,4,1701,Mar-14,A/Mexico/INCMNSZ/RFI543/2014
KY801198,4,1701,Aug-10,A/Mexico/INCMNSZ/RF103/2010
KY801199,4,1701,Mar-14,A/Mexico/INCMNSZ/RFI269/2014
KY801201,4,1701,Dec-13,A/Mexico/INCMNSZ/RFH472/2013
KY801203,4,1701,Dec-13,A/Mexico/INCMNSZ/RFH460/2013
KY926269,4,1777,4/22/2016,A/Passo Fundo/LACENRS-1034/2016
KY925684,4,1777,4/4/2016,A/Porto Alegre/LACENRS-378/2016
KY930508,4,1701,12/9/2015,A/Shiraz/107/2015
KY872760,4,1777,8/10/2016,A/Kenya/017/2016
KY872761,4,1777,10/2/2016,A/Kenya/022/2016
CY229077,4,1752,3/25/2017,A/Virginia/23/2017
KY925137,4,1777,4/4/2016,A/Porto Alegre/LACENRS-463/2016
CY229149,4,1752,3/28/2017,A/Wisconsin/42/2017
CY231186,4,1752,3/22/2017,A/Louisiana/24/2017
KY926188,4,1777,8/22/2011,A/Viamao/LACENRS-1400/2011
KY926257,4,1777,4/25/2016,A/Torres/LACENRS-1102/2016
KY926001,4,1777,4/21/2016,A/Porto Alegre/LACENRS-1053/2016
KY926069,4,1777,7/5/2013,A/Rio Grande/LACENRS-2092/2013
KY925669,4,1777,8/10/2012,A/Rolante/LACENRS-2641/2012
KY926159,4,1777,4/29/2016,A/Sapiranga/LACENRS-1302/2016
KY949802,4,1774,12/14/2015,A/Linkou/0030/2015
KY926120,4,1778,6/28/2012,A/Soledade/LACENRS-551/2012
KY949975,4,1774,1/8/2016,A/Linkou/0047/2016
KY949991,4,1773,12/21/2015,A/Linkou/0034/2015
KY925750,4,1777,8/29/2014,A/Santa Maria/LACENRS-2140/2014
KY926225,4,1777,8/10/2012,A/Santo Antonio da Patrulha/LACENRS-2621/2012
KY926309,4,1778,7/18/2013,A/Uruguaiana/LACENRS-2538/2013
KY925052,4,1777,7/6/2012,A/Cruz Alta/LACENRS-892/2012
KY925086,4,1777,7/10/2012,A/Sao Gabriel/LACENRS-1085/2012
CY232260,4,1749,2/17/2017,A/Tennessee/20/2017
KY925204,4,1777,3/29/2016,A/Porto Alegre/LACENRS-289/2016
KY926282,4,1777,7/26/2012,A/Osorio/LACENRS-2158/2012
KY075819,4,1701,2/28/2015,A/Palestine/21/2015
KY075821,4,1701,4/22/2015,A/Palestine/167/2015
CY236151,4,1752,2/7/2017,A/New York/25/2017
CY236222,4,1752,4/8/2017,A/Hawaii/22/2017
CY238955,4,1752,5/7/2017,A/Arizona/33/2017
CY236198,4,1752,3/29/2017,A/California/55/2017
CY243774,4,1752,7/27/2017,A/Minnesota/35/2017
MF535112,4,1701,12/10/2012,A/Jodhpur/3240/2012
MF535116,4,1701,1/30/2013,A/Bikaner/3362/2013
MF593493,4,1701,3/1/2016,A/Mexico/4431/2016
CY244264,4,1701,3/1/2017,A/Oklahoma/6152/2017
KX005122,4,1752,1/23/2016,A/Indiana/09/2016
CY244290,4,1701,2/1/2017,A/Texas/6178/2017
CY244292,4,1701,2/1/2017,A/Texas/6180/2017
MG230339,4,1701,11/12/2015,A/Semnan/0191/2015
MG230340,4,1701,11/16/2015,A/Markazi/0217/2015
CY239617,4,1752,6/30/2017,A/Michigan/269/2017
CY239489,4,1752,2/9/2017,A/Texas/89/2017
CY239569,4,1752,6/14/2017,A/Minnesota/34/2017
MF535115,4,1701,2/9/2015,A/Barmer/922/2015
KU322290,4,1701,2014,A/Parma/64/2014
KU322303,4,1765,2011,A/Parma/8/2011
MF564213,4,1701,6/6/2016,A/Assam/RMRC_449/2016
KU322305,4,1767,2011,A/Parma/157/2011
KU321989,4,1701,2015,A/Milano/277/2015
KU322003,4,1701,2012,A/Milano/21/2012
KU322004,4,1701,2015,A/Milano/157/2015
KU321993,4,1701,2011,A/Milano/153/2011
KU321996,4,1701,2014,A/Milano/110/2014
KU321999,4,1701,2011,A/Milano/84/2011
MF564205,4,1701,6/24/2016,A/Assam/RMRC_598/2016
MF564209,4,1701,3/16/2016,A/Assam/RMRC_226/2016
MF564211,4,1701,7/13/2016,A/Assam/RMRC_711/2016
CY244798,4,1752,8/11/2017,A/New Mexico/19/2017
MF768875,4,1701,6/8/2014,A/Jeddah/7611/2014
MF768611,4,1701,12/3/2014,A/Jeddah/8244/2014
CY245502,4,1752,8/17/2017,A/California/70/2017
CY245555,4,1752,9/7/2017,A/Kentucky/26/2017
MF593541,4,1701,2/24/2017,A/Mexico/4627/2017
MF593546,4,1701,3/2/2017,A/Mexico/4628/2017
MF593612,4,1701,1/27/2017,A/Mexico/15517/2017
MF593530,4,1701,2/10/2017,A/Mexico/4604/2017
CY243782,4,1752,8/11/2017,A/Delaware/28/2017
MG230335,4,1701,9/10/2015,A/Semnan/0086/2015
MG230337,4,1701,11/12/2015,A/Markazi/0189/2015
MG230391,4,1701,12/2/2015,A/Markazi/0785/2015
MG230394,4,1701,12/12/2015,A/Markazi/0834/2015
MG230334,4,1701,8/3/2015,A/Zanjan/0045/2015
MG230417,4,1701,1/20/2016,A/Markazi/1285/2016
MG230418,4,1701,1/20/2016,A/Markazi/1286/2016
MG230423,4,1701,1/26/2016,A/Markazi/1378/2016
MG230424,4,1701,1/26/2016,A/Zanjan/1397/2016
MG230425,4,1701,1/26/2016,A/Zanjan/1398/2016
MG230396,4,1701,1/5/2016,A/Semnan/0908/2016
MG230347,4,1701,11/17/2015,A/Markazi/0264/2015
MG230364,4,1701,11/23/2015,A/Zanjan/0369/2015
MG230372,4,1701,11/25/2015,A/Markazi/0675/2015
MG230374,4,1701,11/26/2015,A/Semnan/0718/2015
MG230376,4,1701,11/28/2015,A/Zanjan/0730/2015
MG230377,4,1701,11/28/2015,A/Semnan/0755/2015
MG230402,4,1701,1/5/2016,A/Markazi/0985/2016
MG230403,4,1701,1/5/2016,A/Zanjan/1035/2016
MG230405,4,1701,1/10/2016,A/Semnan/1084/2016
MG230407,4,1701,1/10/2016,A/Zanjan/1135/2016
MG230409,4,1701,1/15/2016,A/Markazi/1190/2016
MG230410,4,1701,1/15/2016,A/Markazi/1196/2016
MG230412,4,1701,1/15/2016,A/Markazi/1198/2016
CY259439,4,1752,4/6/2016,A/New York/A-WC-LVD-16-013/2016
CY256469,4,1752,10/7/2017,A/Connecticut/31/2017
CY256850,4,1752,12/8/2015,A/Nicaragua/6322_06/2015
CY256874,4,1752,12/12/2015,A/Nicaragua/8154_07/2015
MK246082,4,1701,5/11/2015,A/Saudi Arabia/126/2015
CY256898,4,1752,12/17/2015,A/Nicaragua/6447_07/2015
CY256930,4,1752,12/28/2015,A/Nicaragua/8109_02/2015
CY256714,4,1752,1/6/2016,A/Nicaragua/8427_02/2016
CY256754,4,1752,11/27/2015,A/Nicaragua/7602_07/2015
CY256397,4,1752,9/2/2017,A/Hawaii/47/2017
CY250123,4,1752,9/24/2017,A/Florida/66/2017
CY250147,4,1752,9/2/2017,A/Hawaii/47/2017
CY249787,4,1752,9/7/2017,A/Mississippi/22/2017
CY259415,4,1752,3/21/2016,A/New York/A-WC-LVD-16-010/2016
MG279286,4,1752,2/8/2017,A/Japan/NHRC_20-1903/2017
CY258564,4,1752,10/25/2017,A/Delaware/36/2017
CY258572,4,1752,10/13/2017,A/Washington/305/2017
CY258913,4,1732,3/11/2016,A/New York/A-WC-LVD-16-018/2016
CY258596,4,1752,10/19/2017,A/Oklahoma/27/2017
CY259615,4,1752,2/15/2016,A/New York/A-WC-LVD-16-035/2016
CY259727,4,1752,2/29/2016,A/New York/A-WC-LVD-16-050/2016
CY265387,4,1752,11/25/2017,A/North Carolina/45/2017
CY265491,4,1752,12/15/2017,A/Alaska/79/2017
CY265411,4,1752,12/15/2017,A/Pennsylvania/276/2017
CY263374,4,1752,12/5/2017,A/Wyoming/30/2017
CY263382,4,1752,12/7/2017,A/Illinois/44/2017
CY261858,4,1752,10/23/2017,A/Texas/300/2017
MG745930,4,1701,12/7/2017,A/Tunisia/12017/2017
MG745933,4,1701,12/12/2017,A/Tunisia/12249/2017
