accession,release_date,length,genotype,segment,protein,geo_location,country,collection_date,genbank_title
AIE52627.1,2014-07-13T00:00:00Z,252,H3N2,3,PA-X protein,Australia: Victoria,Australia,2011,PA-X protein [Influenza A virus (A/Victoria/361/2011(H3N2))]
AIE52628.1,2014-07-13T00:00:00Z,716,H3N2,3,polymerase PA,Australia: Victoria,Australia,2011,polymerase PA [Influenza A virus (A/Victoria/361/2011(H3N2))]
AIE52629.1,2014-07-13T00:00:00Z,757,H3N2,2,polymerase PB1,Australia: Victoria,Australia,2011,polymerase PB1 [Influenza A virus (A/Victoria/361/2011(H3N2))]
AIE52630.1,2014-07-13T00:00:00Z,90,H3N2,2,PB1-F2 protein,Australia: Victoria,Australia,2011,PB1-F2 protein [Influenza A virus (A/Victoria/361/2011(H3N2))]
AIE52631.1,2014-07-13T00:00:00Z,759,H3N2,1,polymerase PB2,Australia: Victoria,Australia,2011,polymerase PB2 [Influenza A virus (A/Victoria/361/2011(H3N2))]
AIE52632.1,2014-07-13T00:00:00Z,566,H3N2,4,hemagglutinin,USA: Indiana,USA,2012,hemagglutinin [Influenza A virus (A/Indiana/21/2012(H3N2))]
AIE52633.1,2014-07-13T00:00:00Z,252,H3N2,7,matrix protein 1,USA: Indiana,USA,2012,matrix protein 1 [Influenza A virus (A/Indiana/21/2012(H3N2))]
AIE52634.1,2014-07-13T00:00:00Z,97,H3N2,7,matrix protein 2,USA: Indiana,USA,2012,matrix protein 2 [Influenza A virus (A/Indiana/21/2012(H3N2))]
AIE52635.1,2014-07-13T00:00:00Z,469,H3N2,6,neuraminidase,USA: Indiana,USA,2012,neuraminidase [Influenza A virus (A/Indiana/21/2012(H3N2))]
AIE52636.1,2014-07-13T00:00:00Z,498,H3N2,5,nucleocapsid protein,USA: Indiana,USA,2012,nucleocapsid protein [Influenza A virus (A/Indiana/21/2012(H3N2))]
AIE52637.1,2014-07-13T00:00:00Z,219,H3N2,8,nonstructural protein 1,USA: Indiana,USA,2012,nonstructural protein 1 [Influenza A virus (A/Indiana/21/2012(H3N2))]
AIE52638.1,2014-07-13T00:00:00Z,121,H3N2,8,nuclear export protein,USA: Indiana,USA,2012,nuclear export protein [Influenza A virus (A/Indiana/21/2012(H3N2))]
AIE52639.1,2014-07-13T00:00:00Z,232,H3N2,3,PA-X protein,USA: Indiana,USA,2012,PA-X protein [Influenza A virus (A/Indiana/21/2012(H3N2))]
AIE52640.1,2014-07-13T00:00:00Z,716,H3N2,3,polymerase PA,USA: Indiana,USA,2012,polymerase PA [Influenza A virus (A/Indiana/21/2012(H3N2))]
AIE52641.1,2014-07-13T00:00:00Z,757,H3N2,2,polymerase PB1,USA: Indiana,USA,2012,polymerase PB1 [Influenza A virus (A/Indiana/21/2012(H3N2))]
AIE52642.1,2014-07-13T00:00:00Z,90,H3N2,2,PB1-F2 protein,USA: Indiana,USA,2012,PB1-F2 protein [Influenza A virus (A/Indiana/21/2012(H3N2))]
AIE52643.1,2014-07-13T00:00:00Z,759,H3N2,1,polymerase PB2,USA: Indiana,USA,2012,polymerase PB2 [Influenza A virus (A/Indiana/21/2012(H3N2))]
AIE52656.1,2014-07-13T00:00:00Z,566,H3N2,4,hemagglutinin,USA: Ohio,USA,2012,hemagglutinin [Influenza A virus (A/Ohio/02/2012(H3N2))]
AIE52657.1,2014-07-13T00:00:00Z,252,H3N2,7,matrix protein 1,USA: Ohio,USA,2012,matrix protein 1 [Influenza A virus (A/Ohio/02/2012(H3N2))]
AIE52658.1,2014-07-13T00:00:00Z,97,H3N2,7,matrix protein 2,USA: Ohio,USA,2012,matrix protein 2 [Influenza A virus (A/Ohio/02/2012(H3N2))]
AIE52659.1,2014-07-13T00:00:00Z,469,H3N2,6,neuraminidase,USA: Ohio,USA,2012,neuraminidase [Influenza A virus (A/Ohio/02/2012(H3N2))]
AIE52660.1,2014-07-13T00:00:00Z,498,H3N2,5,nucleocapsid protein,USA: Ohio,USA,2012,nucleocapsid protein [Influenza A virus (A/Ohio/02/2012(H3N2))]
AIE52661.1,2014-07-13T00:00:00Z,230,H3N2,8,nonstructural protein 1,USA: Ohio,USA,2012,nonstructural protein 1 [Influenza A virus (A/Ohio/02/2012(H3N2))]
AIE52662.1,2014-07-13T00:00:00Z,121,H3N2,8,nuclear export protein,USA: Ohio,USA,2012,nuclear export protein [Influenza A virus (A/Ohio/02/2012(H3N2))]
AIE52663.1,2014-07-13T00:00:00Z,252,H3N2,3,PA-X protein,USA: Ohio,USA,2012,PA-X protein [Influenza A virus (A/Ohio/02/2012(H3N2))]
AIE52664.1,2014-07-13T00:00:00Z,716,H3N2,3,polymerase PA,USA: Ohio,USA,2012,polymerase PA [Influenza A virus (A/Ohio/02/2012(H3N2))]
AIE52665.1,2014-07-13T00:00:00Z,757,H3N2,2,polymerase PB1,USA: Ohio,USA,2012,polymerase PB1 [Influenza A virus (A/Ohio/02/2012(H3N2))]
AIE52666.1,2014-07-13T00:00:00Z,90,H3N2,2,PB1-F2 protein,USA: Ohio,USA,2012,PB1-F2 protein [Influenza A virus (A/Ohio/02/2012(H3N2))]
AIE52667.1,2014-07-13T00:00:00Z,759,H3N2,1,polymerase PB2,USA: Ohio,USA,2012,polymerase PB2 [Influenza A virus (A/Ohio/02/2012(H3N2))]
AIE52787.1,2014-07-13T00:00:00Z,566,H3N2,4,hemagglutinin,Australia: Brisbane,Australia,2011,hemagglutinin [Influenza A virus (A/Brisbane/299/2011(H3N2))]
AIE52788.1,2014-07-13T00:00:00Z,252,H3N2,7,matrix protein 1,Australia: Brisbane,Australia,2011,matrix protein 1 [Influenza A virus (A/Brisbane/299/2011(H3N2))]
AIE52789.1,2014-07-13T00:00:00Z,97,H3N2,7,matrix protein 2,Australia: Brisbane,Australia,2011,matrix protein 2 [Influenza A virus (A/Brisbane/299/2011(H3N2))]
AIE52790.1,2014-07-13T00:00:00Z,469,H3N2,6,neuraminidase,Australia: Brisbane,Australia,2011,neuraminidase [Influenza A virus (A/Brisbane/299/2011(H3N2))]
AIE52791.1,2014-07-13T00:00:00Z,498,H3N2,5,nucleocapsid protein,Australia: Brisbane,Australia,2011,nucleocapsid protein [Influenza A virus (A/Brisbane/299/2011(H3N2))]
AIE52792.1,2014-07-13T00:00:00Z,230,H3N2,8,nonstructural protein 1,Australia: Brisbane,Australia,2011,nonstructural protein 1 [Influenza A virus (A/Brisbane/299/2011(H3N2))]
AIE52793.1,2014-07-13T00:00:00Z,121,H3N2,8,nuclear export protein,Australia: Brisbane,Australia,2011,nuclear export protein [Influenza A virus (A/Brisbane/299/2011(H3N2))]
AIE52794.1,2014-07-13T00:00:00Z,252,H3N2,3,PA-X protein,Australia: Brisbane,Australia,2011,PA-X protein [Influenza A virus (A/Brisbane/299/2011(H3N2))]
AIE52795.1,2014-07-13T00:00:00Z,716,H3N2,3,polymerase PA,Australia: Brisbane,Australia,2011,polymerase PA [Influenza A virus (A/Brisbane/299/2011(H3N2))]
AIE52796.1,2014-07-13T00:00:00Z,757,H3N2,2,polymerase PB1,Australia: Brisbane,Australia,2011,polymerase PB1 [Influenza A virus (A/Brisbane/299/2011(H3N2))]
AIE52797.1,2014-07-13T00:00:00Z,759,H3N2,1,polymerase PB2,Australia: Brisbane,Australia,2011,polymerase PB2 [Influenza A virus (A/Brisbane/299/2011(H3N2))]
AIE52823.1,2014-07-13T00:00:00Z,252,H1N1,7,matrix protein 1,Chile: Puerto Montt,Chile,6/11/2013,matrix protein 1 [Influenza A virus (A/Santiago/p13d0/2013(H1N1))]
AIE52824.1,2014-07-13T00:00:00Z,97,H1N1,7,matrix protein 2,Chile: Puerto Montt,Chile,6/11/2013,matrix protein 2 [Influenza A virus (A/Santiago/p13d0/2013(H1N1))]
AIE52826.1,2014-07-13T00:00:00Z,498,H1N1,5,nucleocapsid protein,Chile: Puerto Montt,Chile,6/11/2013,nucleocapsid protein [Influenza A virus (A/Santiago/p13d0/2013(H1N1))]
AIE52827.1,2014-07-13T00:00:00Z,219,H1N1,8,nonstructural protein 1,Chile: Puerto Montt,Chile,6/11/2013,nonstructural protein 1 [Influenza A virus (A/Santiago/p13d0/2013(H1N1))]
AIE52828.1,2014-07-13T00:00:00Z,121,H1N1,8,nuclear export protein,Chile: Puerto Montt,Chile,6/11/2013,nuclear export protein [Influenza A virus (A/Santiago/p13d0/2013(H1N1))]
AIE52829.1,2014-07-13T00:00:00Z,232,H1N1,3,PA-X protein,Chile: Puerto Montt,Chile,6/11/2013,PA-X protein [Influenza A virus (A/Santiago/p13d0/2013(H1N1))]
AIE52830.1,2014-07-13T00:00:00Z,716,H1N1,3,polymerase PA,Chile: Puerto Montt,Chile,6/11/2013,polymerase PA [Influenza A virus (A/Santiago/p13d0/2013(H1N1))]
AIE52831.1,2014-07-13T00:00:00Z,759,H1N1,1,polymerase PB2,Chile: Puerto Montt,Chile,6/11/2013,polymerase PB2 [Influenza A virus (A/Santiago/p13d0/2013(H1N1))]
AIE52832.1,2014-07-13T00:00:00Z,566,H3N2,4,hemagglutinin,Chile: La Florida,Chile,8/9/2013,hemagglutinin [Influenza A virus (A/Santiago/p34d2/2013(H3N2))]
AIE52833.1,2014-07-13T00:00:00Z,252,H3N2,7,matrix protein 1,Chile: La Florida,Chile,8/9/2013,matrix protein 1 [Influenza A virus (A/Santiago/p34d2/2013(H3N2))]
AIE52834.1,2014-07-13T00:00:00Z,97,H3N2,7,matrix protein 2,Chile: La Florida,Chile,8/9/2013,matrix protein 2 [Influenza A virus (A/Santiago/p34d2/2013(H3N2))]
AIE52836.1,2014-07-13T00:00:00Z,498,H3N2,5,nucleocapsid protein,Chile: La Florida,Chile,8/9/2013,nucleocapsid protein [Influenza A virus (A/Santiago/p34d2/2013(H3N2))]
AIE52837.1,2014-07-13T00:00:00Z,252,H3N2,3,PA-X protein,Chile: La Florida,Chile,8/9/2013,PA-X protein [Influenza A virus (A/Santiago/p34d2/2013(H3N2))]
AIE52838.1,2014-07-13T00:00:00Z,716,H3N2,3,polymerase PA,Chile: La Florida,Chile,8/9/2013,polymerase PA [Influenza A virus (A/Santiago/p34d2/2013(H3N2))]
AIE52839.1,2014-07-13T00:00:00Z,757,H3N2,2,polymerase PB1,Chile: La Florida,Chile,8/9/2013,polymerase PB1 [Influenza A virus (A/Santiago/p34d2/2013(H3N2))]
AIE52840.1,2014-07-13T00:00:00Z,90,H3N2,2,PB1-F2 protein,Chile: La Florida,Chile,8/9/2013,PB1-F2 protein [Influenza A virus (A/Santiago/p34d2/2013(H3N2))]
AIE52842.1,2014-07-13T00:00:00Z,566,H1N1,4,hemagglutinin,Chile: Las Condes,Chile,7/9/2013,hemagglutinin [Influenza A virus (A/Santiago/p25d3/2013(H1N1))]
AIE52845.1,2014-07-13T00:00:00Z,469,H1N1,6,neuraminidase,Chile: Las Condes,Chile,7/9/2013,neuraminidase [Influenza A virus (A/Santiago/p25d3/2013(H1N1))]
AIE52846.1,2014-07-13T00:00:00Z,498,H1N1,5,nucleocapsid protein,Chile: Las Condes,Chile,7/9/2013,nucleocapsid protein [Influenza A virus (A/Santiago/p25d3/2013(H1N1))]
AIE52847.1,2014-07-13T00:00:00Z,219,H1N1,8,nonstructural protein 1,Chile: Las Condes,Chile,7/9/2013,nonstructural protein 1 [Influenza A virus (A/Santiago/p25d3/2013(H1N1))]
AIE52848.1,2014-07-13T00:00:00Z,121,H1N1,8,nuclear export protein,Chile: Las Condes,Chile,7/9/2013,nuclear export protein [Influenza A virus (A/Santiago/p25d3/2013(H1N1))]
AIE52849.1,2014-07-13T00:00:00Z,232,H1N1,3,PA-X protein,Chile: Las Condes,Chile,7/9/2013,PA-X protein [Influenza A virus (A/Santiago/p25d3/2013(H1N1))]
AIE52850.1,2014-07-13T00:00:00Z,716,H1N1,3,polymerase PA,Chile: Las Condes,Chile,7/9/2013,polymerase PA [Influenza A virus (A/Santiago/p25d3/2013(H1N1))]
AIE52851.1,2014-07-13T00:00:00Z,757,H1N1,2,polymerase PB1,Chile: Las Condes,Chile,7/9/2013,polymerase PB1 [Influenza A virus (A/Santiago/p25d3/2013(H1N1))]
AIE52852.1,2014-07-13T00:00:00Z,759,H1N1,1,polymerase PB2,Chile: Las Condes,Chile,7/9/2013,polymerase PB2 [Influenza A virus (A/Santiago/p25d3/2013(H1N1))]
AIE52853.1,2014-07-13T00:00:00Z,566,H3N2,4,hemagglutinin,Chile: Santiago,Chile,6/22/2012,hemagglutinin [Influenza A virus (A/Santiago/p5d2/2012(H3N2))]
AIE52854.1,2014-07-13T00:00:00Z,252,H3N2,7,matrix protein 1,Chile: Santiago,Chile,6/22/2012,matrix protein 1 [Influenza A virus (A/Santiago/p5d2/2012(H3N2))]
AIE52855.1,2014-07-13T00:00:00Z,97,H3N2,7,matrix protein 2,Chile: Santiago,Chile,6/22/2012,matrix protein 2 [Influenza A virus (A/Santiago/p5d2/2012(H3N2))]
AIE52856.1,2014-07-13T00:00:00Z,469,H3N2,6,neuraminidase,Chile: Santiago,Chile,6/22/2012,neuraminidase [Influenza A virus (A/Santiago/p5d2/2012(H3N2))]
AIE52857.1,2014-07-13T00:00:00Z,498,H3N2,5,nucleocapsid protein,Chile: Santiago,Chile,6/22/2012,nucleocapsid protein [Influenza A virus (A/Santiago/p5d2/2012(H3N2))]
AIE52858.1,2014-07-13T00:00:00Z,230,H3N2,8,nonstructural protein 1,Chile: Santiago,Chile,6/22/2012,nonstructural protein 1 [Influenza A virus (A/Santiago/p5d2/2012(H3N2))]
AIE52859.1,2014-07-13T00:00:00Z,121,H3N2,8,nuclear export protein,Chile: Santiago,Chile,6/22/2012,nuclear export protein [Influenza A virus (A/Santiago/p5d2/2012(H3N2))]
AIE52860.1,2014-07-13T00:00:00Z,252,H3N2,3,PA-X protein,Chile: Santiago,Chile,6/22/2012,PA-X protein [Influenza A virus (A/Santiago/p5d2/2012(H3N2))]
AIE52861.1,2014-07-13T00:00:00Z,716,H3N2,3,polymerase PA,Chile: Santiago,Chile,6/22/2012,polymerase PA [Influenza A virus (A/Santiago/p5d2/2012(H3N2))]
AIE52862.1,2014-07-13T00:00:00Z,757,H3N2,2,polymerase PB1,Chile: Santiago,Chile,6/22/2012,polymerase PB1 [Influenza A virus (A/Santiago/p5d2/2012(H3N2))]
AIE52863.1,2014-07-13T00:00:00Z,759,H3N2,1,polymerase PB2,Chile: Santiago,Chile,6/22/2012,polymerase PB2 [Influenza A virus (A/Santiago/p5d2/2012(H3N2))]
AIE52864.1,2014-07-13T00:00:00Z,566,H3N2,4,hemagglutinin,Chile: Santiago,Chile,6/28/2012,hemagglutinin [Influenza A virus (A/Santiago/op5d1/2012(H3N2))]
AIE52865.1,2014-07-13T00:00:00Z,252,H3N2,7,matrix protein 1,Chile: Santiago,Chile,6/28/2012,matrix protein 1 [Influenza A virus (A/Santiago/op5d1/2012(H3N2))]
AIE52866.1,2014-07-13T00:00:00Z,97,H3N2,7,matrix protein 2,Chile: Santiago,Chile,6/28/2012,matrix protein 2 [Influenza A virus (A/Santiago/op5d1/2012(H3N2))]
AIE52867.1,2014-07-13T00:00:00Z,469,H3N2,6,neuraminidase,Chile: Santiago,Chile,6/28/2012,neuraminidase [Influenza A virus (A/Santiago/op5d1/2012(H3N2))]
AIE52868.1,2014-07-13T00:00:00Z,498,H3N2,5,nucleocapsid protein,Chile: Santiago,Chile,6/28/2012,nucleocapsid protein [Influenza A virus (A/Santiago/op5d1/2012(H3N2))]
AIE52869.1,2014-07-13T00:00:00Z,230,H3N2,8,nonstructural protein 1,Chile: Santiago,Chile,6/28/2012,nonstructural protein 1 [Influenza A virus (A/Santiago/op5d1/2012(H3N2))]
AIE52870.1,2014-07-13T00:00:00Z,121,H3N2,8,nuclear export protein,Chile: Santiago,Chile,6/28/2012,nuclear export protein [Influenza A virus (A/Santiago/op5d1/2012(H3N2))]
AIE52871.1,2014-07-13T00:00:00Z,252,H3N2,3,PA-X protein,Chile: Santiago,Chile,6/28/2012,PA-X protein [Influenza A virus (A/Santiago/op5d1/2012(H3N2))]
AIE52872.1,2014-07-13T00:00:00Z,716,H3N2,3,polymerase PA,Chile: Santiago,Chile,6/28/2012,polymerase PA [Influenza A virus (A/Santiago/op5d1/2012(H3N2))]
AIE52873.1,2014-07-13T00:00:00Z,757,H3N2,2,polymerase PB1,Chile: Santiago,Chile,6/28/2012,polymerase PB1 [Influenza A virus (A/Santiago/op5d1/2012(H3N2))]
AIE52874.1,2014-07-13T00:00:00Z,759,H3N2,1,polymerase PB2,Chile: Santiago,Chile,6/28/2012,polymerase PB2 [Influenza A virus (A/Santiago/op5d1/2012(H3N2))]
AIE52875.1,2014-07-13T00:00:00Z,252,,7,matrix protein 1,Chile: Santiago,Chile,10/8/2013,matrix protein 1 [Influenza A virus (A/Santiago/p38d21/2013)]
AIE52876.1,2014-07-13T00:00:00Z,97,,7,matrix protein 2,Chile: Santiago,Chile,10/8/2013,matrix protein 2 [Influenza A virus (A/Santiago/p38d21/2013)]
AIE52878.1,2014-07-13T00:00:00Z,252,H3N2,7,matrix protein 1,Chile: Santiago,Chile,6/4/2012,matrix protein 1 [Influenza A virus (A/Santiago/op17d5/2012(H3N2))]
AIE52879.1,2014-07-13T00:00:00Z,97,H3N2,7,matrix protein 2,Chile: Santiago,Chile,6/4/2012,matrix protein 2 [Influenza A virus (A/Santiago/op17d5/2012(H3N2))]
AIE52885.1,2014-07-13T00:00:00Z,566,H3N2,4,hemagglutinin,Chile: La Florida,Chile,8/30/2013,hemagglutinin [Influenza A virus (A/Santiago/p36d1/2013(H3N2))]
AIE52886.1,2014-07-13T00:00:00Z,252,H3N2,7,matrix protein 1,Chile: La Florida,Chile,8/30/2013,matrix protein 1 [Influenza A virus (A/Santiago/p36d1/2013(H3N2))]
AIE52887.1,2014-07-13T00:00:00Z,97,H3N2,7,matrix protein 2,Chile: La Florida,Chile,8/30/2013,matrix protein 2 [Influenza A virus (A/Santiago/p36d1/2013(H3N2))]
AIE52888.1,2014-07-13T00:00:00Z,469,H3N2,6,neuraminidase,Chile: La Florida,Chile,8/30/2013,neuraminidase [Influenza A virus (A/Santiago/p36d1/2013(H3N2))]
AIE52889.1,2014-07-13T00:00:00Z,498,H3N2,5,nucleocapsid protein,Chile: La Florida,Chile,8/30/2013,nucleocapsid protein [Influenza A virus (A/Santiago/p36d1/2013(H3N2))]
AIE52890.1,2014-07-13T00:00:00Z,230,H3N2,8,nonstructural protein 1,Chile: La Florida,Chile,8/30/2013,nonstructural protein 1 [Influenza A virus (A/Santiago/p36d1/2013(H3N2))]
AIE52891.1,2014-07-13T00:00:00Z,121,H3N2,8,nuclear export protein,Chile: La Florida,Chile,8/30/2013,nuclear export protein [Influenza A virus (A/Santiago/p36d1/2013(H3N2))]
AIE52892.1,2014-07-13T00:00:00Z,252,H3N2,3,PA-X protein,Chile: La Florida,Chile,8/30/2013,PA-X protein [Influenza A virus (A/Santiago/p36d1/2013(H3N2))]
AIE52893.1,2014-07-13T00:00:00Z,716,H3N2,3,polymerase PA,Chile: La Florida,Chile,8/30/2013,polymerase PA [Influenza A virus (A/Santiago/p36d1/2013(H3N2))]
AIE52894.1,2014-07-13T00:00:00Z,757,H3N2,2,polymerase PB1,Chile: La Florida,Chile,8/30/2013,polymerase PB1 [Influenza A virus (A/Santiago/p36d1/2013(H3N2))]
AIE52895.1,2014-07-13T00:00:00Z,90,H3N2,2,PB1-F2 protein,Chile: La Florida,Chile,8/30/2013,PB1-F2 protein [Influenza A virus (A/Santiago/p36d1/2013(H3N2))]
AIE52896.1,2014-07-13T00:00:00Z,759,H3N2,1,polymerase PB2,Chile: La Florida,Chile,8/30/2013,polymerase PB2 [Influenza A virus (A/Santiago/p36d1/2013(H3N2))]
AIE52897.1,2014-07-13T00:00:00Z,566,H3N2,4,hemagglutinin,Chile: La Florida,Chile,8/29/2013,hemagglutinin [Influenza A virus (A/Santiago/p36d0/2013(H3N2))]
AIE52898.1,2014-07-13T00:00:00Z,252,H3N2,7,matrix protein 1,Chile: La Florida,Chile,8/29/2013,matrix protein 1 [Influenza A virus (A/Santiago/p36d0/2013(H3N2))]
AIE52899.1,2014-07-13T00:00:00Z,97,H3N2,7,matrix protein 2,Chile: La Florida,Chile,8/29/2013,matrix protein 2 [Influenza A virus (A/Santiago/p36d0/2013(H3N2))]
AIE52900.1,2014-07-13T00:00:00Z,469,H3N2,6,neuraminidase,Chile: La Florida,Chile,8/29/2013,neuraminidase [Influenza A virus (A/Santiago/p36d0/2013(H3N2))]
AIE52901.1,2014-07-13T00:00:00Z,498,H3N2,5,nucleocapsid protein,Chile: La Florida,Chile,8/29/2013,nucleocapsid protein [Influenza A virus (A/Santiago/p36d0/2013(H3N2))]
AIE52902.1,2014-07-13T00:00:00Z,230,H3N2,8,nonstructural protein 1,Chile: La Florida,Chile,8/29/2013,nonstructural protein 1 [Influenza A virus (A/Santiago/p36d0/2013(H3N2))]
AIE52903.1,2014-07-13T00:00:00Z,121,H3N2,8,nuclear export protein,Chile: La Florida,Chile,8/29/2013,nuclear export protein [Influenza A virus (A/Santiago/p36d0/2013(H3N2))]
AIE52904.1,2014-07-13T00:00:00Z,252,H3N2,3,PA-X protein,Chile: La Florida,Chile,8/29/2013,PA-X protein [Influenza A virus (A/Santiago/p36d0/2013(H3N2))]
AIE52905.1,2014-07-13T00:00:00Z,716,H3N2,3,polymerase PA,Chile: La Florida,Chile,8/29/2013,polymerase PA [Influenza A virus (A/Santiago/p36d0/2013(H3N2))]
AIE52906.1,2014-07-13T00:00:00Z,757,H3N2,2,polymerase PB1,Chile: La Florida,Chile,8/29/2013,polymerase PB1 [Influenza A virus (A/Santiago/p36d0/2013(H3N2))]
AIE52907.1,2014-07-13T00:00:00Z,90,H3N2,2,PB1-F2 protein,Chile: La Florida,Chile,8/29/2013,PB1-F2 protein [Influenza A virus (A/Santiago/p36d0/2013(H3N2))]
AIE52908.1,2014-07-13T00:00:00Z,759,H3N2,1,polymerase PB2,Chile: La Florida,Chile,8/29/2013,polymerase PB2 [Influenza A virus (A/Santiago/p36d0/2013(H3N2))]
AIE52909.1,2014-07-13T00:00:00Z,566,H3N2,4,hemagglutinin,Chile: Santiago,Chile,7/6/2012,hemagglutinin [Influenza A virus (A/Santiago/p19d2/2012(H3N2))]
AIE52910.1,2014-07-13T00:00:00Z,252,H3N2,7,matrix protein 1,Chile: Santiago,Chile,7/6/2012,matrix protein 1 [Influenza A virus (A/Santiago/p19d2/2012(H3N2))]
AIE52911.1,2014-07-13T00:00:00Z,97,H3N2,7,matrix protein 2,Chile: Santiago,Chile,7/6/2012,matrix protein 2 [Influenza A virus (A/Santiago/p19d2/2012(H3N2))]
AIE52912.1,2014-07-13T00:00:00Z,469,H3N2,6,neuraminidase,Chile: Santiago,Chile,7/6/2012,neuraminidase [Influenza A virus (A/Santiago/p19d2/2012(H3N2))]
AIE52913.1,2014-07-13T00:00:00Z,498,H3N2,5,nucleocapsid protein,Chile: Santiago,Chile,7/6/2012,nucleocapsid protein [Influenza A virus (A/Santiago/p19d2/2012(H3N2))]
AIE52914.1,2014-07-13T00:00:00Z,230,H3N2,8,nonstructural protein 1,Chile: Santiago,Chile,7/6/2012,nonstructural protein 1 [Influenza A virus (A/Santiago/p19d2/2012(H3N2))]
AIE52915.1,2014-07-13T00:00:00Z,121,H3N2,8,nuclear export protein,Chile: Santiago,Chile,7/6/2012,nuclear export protein [Influenza A virus (A/Santiago/p19d2/2012(H3N2))]
AIE52916.1,2014-07-13T00:00:00Z,252,H3N2,3,PA-X protein,Chile: Santiago,Chile,7/6/2012,PA-X protein [Influenza A virus (A/Santiago/p19d2/2012(H3N2))]
AIE52917.1,2014-07-13T00:00:00Z,716,H3N2,3,polymerase PA,Chile: Santiago,Chile,7/6/2012,polymerase PA [Influenza A virus (A/Santiago/p19d2/2012(H3N2))]
AIE52918.1,2014-07-13T00:00:00Z,757,H3N2,2,polymerase PB1,Chile: Santiago,Chile,7/6/2012,polymerase PB1 [Influenza A virus (A/Santiago/p19d2/2012(H3N2))]
AIE52919.1,2014-07-13T00:00:00Z,759,H3N2,1,polymerase PB2,Chile: Santiago,Chile,7/6/2012,polymerase PB2 [Influenza A virus (A/Santiago/p19d2/2012(H3N2))]
AIE52920.1,2014-07-13T00:00:00Z,566,H3N2,4,hemagglutinin,Chile: La Reina,Chile,10/31/2012,hemagglutinin [Influenza A virus (A/Santiago/p37d1/2012(H3N2))]
AIE52921.1,2014-07-13T00:00:00Z,252,H3N2,7,matrix protein 1,Chile: La Reina,Chile,10/31/2012,matrix protein 1 [Influenza A virus (A/Santiago/p37d1/2012(H3N2))]
AIE52922.1,2014-07-13T00:00:00Z,97,H3N2,7,matrix protein 2,Chile: La Reina,Chile,10/31/2012,matrix protein 2 [Influenza A virus (A/Santiago/p37d1/2012(H3N2))]
AIE52923.1,2014-07-13T00:00:00Z,469,H3N2,6,neuraminidase,Chile: La Reina,Chile,10/31/2012,neuraminidase [Influenza A virus (A/Santiago/p37d1/2012(H3N2))]
AIE52924.1,2014-07-13T00:00:00Z,498,H3N2,5,nucleocapsid protein,Chile: La Reina,Chile,10/31/2012,nucleocapsid protein [Influenza A virus (A/Santiago/p37d1/2012(H3N2))]
AIE52925.1,2014-07-13T00:00:00Z,230,H3N2,8,nonstructural protein 1,Chile: La Reina,Chile,10/31/2012,nonstructural protein 1 [Influenza A virus (A/Santiago/p37d1/2012(H3N2))]
AIE52926.1,2014-07-13T00:00:00Z,121,H3N2,8,nuclear export protein,Chile: La Reina,Chile,10/31/2012,nuclear export protein [Influenza A virus (A/Santiago/p37d1/2012(H3N2))]
AIE52927.1,2014-07-13T00:00:00Z,252,H3N2,3,PA-X protein,Chile: La Reina,Chile,10/31/2012,PA-X protein [Influenza A virus (A/Santiago/p37d1/2012(H3N2))]
AIE52928.1,2014-07-13T00:00:00Z,716,H3N2,3,polymerase PA,Chile: La Reina,Chile,10/31/2012,polymerase PA [Influenza A virus (A/Santiago/p37d1/2012(H3N2))]
AIE52929.1,2014-07-13T00:00:00Z,757,H3N2,2,polymerase PB1,Chile: La Reina,Chile,10/31/2012,polymerase PB1 [Influenza A virus (A/Santiago/p37d1/2012(H3N2))]
AIE52930.1,2014-07-13T00:00:00Z,90,H3N2,2,PB1-F2 protein,Chile: La Reina,Chile,10/31/2012,PB1-F2 protein [Influenza A virus (A/Santiago/p37d1/2012(H3N2))]
AIE52931.1,2014-07-13T00:00:00Z,759,H3N2,1,polymerase PB2,Chile: La Reina,Chile,10/31/2012,polymerase PB2 [Influenza A virus (A/Santiago/p37d1/2012(H3N2))]
AIE52932.1,2014-07-13T00:00:00Z,566,H1N1,4,hemagglutinin,Chile: Los Lirios,Chile,6/19/2013,hemagglutinin [Influenza A virus (A/Santiago/p18d0/2013(H1N1))]
AIE52933.1,2014-07-13T00:00:00Z,252,H1N1,7,matrix protein 1,Chile: Los Lirios,Chile,6/19/2013,matrix protein 1 [Influenza A virus (A/Santiago/p18d0/2013(H1N1))]
AIE52934.1,2014-07-13T00:00:00Z,97,H1N1,7,matrix protein 2,Chile: Los Lirios,Chile,6/19/2013,matrix protein 2 [Influenza A virus (A/Santiago/p18d0/2013(H1N1))]
AIE52935.1,2014-07-13T00:00:00Z,469,H1N1,6,neuraminidase,Chile: Los Lirios,Chile,6/19/2013,neuraminidase [Influenza A virus (A/Santiago/p18d0/2013(H1N1))]
AIE52936.1,2014-07-13T00:00:00Z,498,H1N1,5,nucleocapsid protein,Chile: Los Lirios,Chile,6/19/2013,nucleocapsid protein [Influenza A virus (A/Santiago/p18d0/2013(H1N1))]
